"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00004130",172,33,29,1,0,10,8,1,0,1,8,4,0,1,0,3,54,8,0,3,5,0,0,9,5,1,3,3,3,34,6,15,1,0,0,0,12,45,1,1,0,0,1,0,1,1,1,15,14,1,0,27,0,1,7,15,0,4,11,8,0,2,2,3,1,3,3,9,2,2,2,0,0,1,1,0,1,0,1,0,4,1,0,3,0,6,3,2,0,1,3,1,1,0,1,9,9,8,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,4,0,0,0,0,0,4
"E00004131",179,38,32,2,3,15,9,2,0,1,0,6,0,2,0,4,55,8,1,2,5,0,0,9,7,2,0,11,11,27,8,10,4,0,0,0,5,44,0,0,0,0,1,0,1,0,0,20,15,4,1,23,0,2,11,7,0,3,4,4,0,2,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,1,4,3,1,0,2,1,0,0,1,0,8,8,3,5,0,0,0,0,3,1,0,1,0,0,2,2,0,0,8,0,0,0,0,8,0,2,0,0,0,6
"E00004132",130,32,27,1,0,19,4,0,0,0,3,5,0,1,2,2,43,5,0,0,5,0,0,6,2,2,2,7,7,25,7,13,1,0,0,0,4,43,4,1,0,3,0,0,0,1,1,15,10,4,1,23,0,0,13,8,0,2,8,8,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0
"E00004133",150,26,22,2,1,12,4,0,0,1,2,4,0,1,0,3,60,6,2,1,3,0,0,4,2,1,1,13,13,37,17,12,3,0,0,0,5,29,0,0,0,0,1,1,0,0,0,8,6,0,2,20,0,2,10,5,0,3,10,5,0,4,0,1,0,5,5,5,0,0,2,0,0,1,1,0,2,1,1,0,1,0,0,1,0,8,7,5,0,2,1,0,1,0,0,5,4,3,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,6,1,0,0,1,5,0,1,0,0,1,3
"E00004134",104,22,14,0,0,5,5,2,0,1,1,8,0,1,0,7,33,3,1,0,2,0,0,10,8,1,1,5,5,15,3,7,0,0,0,0,5,26,0,0,0,0,1,1,0,1,1,8,7,1,0,16,0,0,6,5,0,5,9,7,0,6,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,2,0,0,0,4,3,2,1,0,1,1,0,2,1,0,0,1,0,1,1,0,0,4,0,0,0,0,4,0,0,2,0,1,1
"E00004135",115,13,10,1,0,5,3,0,0,0,1,3,0,2,0,1,43,10,1,1,7,0,1,7,3,4,0,5,5,21,7,8,1,0,0,0,5,31,0,0,0,0,1,1,0,0,0,10,7,3,0,20,0,0,9,10,0,1,13,11,0,5,2,4,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,2,0,1,3,1,2,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,1,0,0,1
"E00004136",144,28,21,1,2,12,4,0,0,0,2,7,0,3,0,4,53,6,2,0,3,0,1,8,6,2,0,13,13,26,6,9,2,0,0,2,7,44,2,1,1,0,2,1,1,0,0,17,16,1,0,23,0,0,14,8,0,1,7,7,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,2,0,1,1,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,2,0,0,0,0,0,2
"E00004137",180,47,36,4,0,20,6,1,0,1,4,11,0,2,0,9,53,2,0,1,0,0,1,13,8,5,0,8,8,30,6,14,0,2,0,2,6,34,0,0,0,0,2,0,2,0,0,17,12,5,0,15,0,0,9,5,0,1,16,15,2,9,2,2,0,1,1,11,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,9,0,3,3,2,0,1,0,0,0,0,0,10,9,5,4,0,1,1,0,1,0,0,0,0,0,1,1,0,0,5,0,0,0,0,5,0,0,1,0,0,4
"E00004138",126,20,14,1,2,5,5,0,0,0,1,6,0,2,1,3,44,8,2,2,3,0,1,4,3,0,1,7,7,25,7,12,1,0,0,2,3,39,1,0,0,1,3,1,2,0,0,14,11,3,0,21,0,1,13,6,0,1,9,4,0,2,2,0,0,5,5,5,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,3,1,4,2,0,0,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,1,0,1,0,1
"E00004139",80,6,5,0,0,1,1,0,0,0,3,1,0,0,0,1,14,6,1,1,4,0,0,4,2,0,2,0,0,4,0,3,0,0,0,0,1,6,0,0,0,0,1,0,1,0,0,3,3,0,0,2,0,0,1,0,0,1,7,5,0,1,2,2,0,2,2,7,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,6,0,12,7,3,0,4,5,0,1,2,2,4,3,3,0,0,1,1,0,5,1,0,0,0,1,4,4,0,0,19,0,0,0,0,19,0,7,5,0,1,6
"E00004140",122,23,17,0,0,12,3,0,0,1,1,6,0,4,0,2,39,9,0,3,6,0,0,5,4,0,1,5,5,20,4,10,2,0,1,0,3,39,1,1,0,0,1,1,0,1,1,13,11,1,1,23,0,1,13,9,0,0,9,7,0,4,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,2,3,3,0,0,0,5,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"E00004141",98,18,12,1,0,7,4,0,0,0,0,6,0,2,1,3,30,4,0,0,4,0,0,6,4,2,0,6,6,14,5,7,0,0,0,0,2,32,1,0,0,1,1,1,0,0,0,13,10,2,1,17,0,1,11,3,0,2,6,4,3,0,0,1,0,2,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,0,1,0,0,3,1,1,0,0,2,0,2,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,3,0,1,0,0,0,2
"E00004142",151,33,24,1,3,9,7,0,1,1,2,9,0,3,1,5,52,9,1,2,5,0,1,6,3,1,2,8,8,29,6,16,4,0,0,0,3,40,1,1,0,0,3,2,1,0,0,14,13,0,1,22,0,0,15,5,0,2,15,12,3,5,2,1,1,3,3,6,0,0,1,0,0,0,1,0,4,2,2,0,1,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,1
"E00004143",141,39,33,2,4,16,7,0,3,0,1,6,0,0,0,6,57,9,4,0,5,0,0,15,11,4,0,6,6,27,12,8,3,0,0,0,4,32,1,1,0,0,1,1,0,0,0,7,5,2,0,23,0,0,14,7,0,2,6,5,0,1,1,2,1,1,1,4,1,1,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"E00004144",131,25,17,1,0,8,7,0,0,0,1,8,0,2,0,6,60,7,2,1,3,0,1,8,7,1,0,7,7,38,10,14,2,0,0,1,11,31,2,1,1,0,1,0,1,0,0,9,8,1,0,19,0,0,13,4,0,2,4,2,0,2,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,0,1,3,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"E00004145",161,24,12,1,2,7,1,0,0,0,1,12,0,2,0,10,60,8,0,1,7,0,0,8,7,1,0,12,12,32,9,12,3,0,2,1,5,41,2,0,1,1,3,3,0,0,0,12,10,1,1,24,0,0,16,8,0,0,9,6,2,0,1,2,1,3,3,4,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,7,3,1,3,0,8,6,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,1,0,0,0,0,7
"E00004146",172,17,9,0,1,6,2,0,0,0,0,8,0,2,0,6,73,4,0,2,2,0,0,8,4,3,1,13,13,48,19,15,3,0,1,0,10,41,1,0,0,1,2,2,0,0,0,17,14,1,2,21,0,2,8,9,0,2,11,6,1,1,0,4,0,5,5,5,0,0,1,1,0,0,0,0,2,2,0,0,2,0,0,2,0,5,4,4,0,0,1,0,0,1,0,13,10,8,1,1,3,2,1,2,0,0,0,0,0,2,2,0,0,5,0,0,0,0,5,1,0,0,0,0,4
"E00004147",152,22,18,1,1,10,5,0,0,1,0,4,0,1,0,3,60,6,1,2,3,0,0,8,6,2,0,4,4,42,12,16,4,2,1,0,7,45,1,0,0,1,1,1,0,0,0,22,20,2,0,21,0,1,10,9,0,1,10,8,0,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,1,3,0,1,2,0,4,2,1,1,0,2,2,0,2,1,0,0,1,0,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,1
"E00004148",101,21,17,3,0,7,3,2,0,0,2,4,0,1,0,3,39,8,1,2,5,0,0,7,6,1,0,11,11,13,4,2,3,0,0,0,4,24,1,1,0,0,0,0,0,0,0,14,11,3,0,9,0,0,6,2,0,1,7,5,0,3,0,1,1,2,2,5,1,1,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,2,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
"E00004149",196,40,32,0,2,12,11,0,0,1,6,8,0,2,1,5,75,13,1,3,8,1,0,14,11,3,0,9,9,39,14,12,2,1,0,1,9,53,0,0,0,0,1,0,1,1,1,16,9,7,0,35,0,0,21,12,0,2,7,5,2,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,10,7,5,0,2,3,0,2,1,0,1,1,1,0,0,0,0,0,3,1,0,0,0,1,2,2,0,0,5,0,0,0,0,5,0,1,1,0,0,3
"E00004150",222,33,27,2,4,13,7,0,0,1,0,6,0,0,0,6,108,29,1,4,23,0,1,20,18,0,2,7,7,52,23,21,3,1,0,0,4,56,4,0,1,3,0,0,0,0,0,13,9,2,2,39,0,2,24,11,0,2,11,10,0,7,1,2,0,1,1,3,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,4,2,2,0,0,2,0,2,0,0,3,2,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,0,1,0,0,0,2
"E00004151",195,43,34,1,1,19,8,0,0,1,4,9,0,3,0,6,77,12,2,3,6,0,1,11,4,5,2,8,8,46,5,23,6,0,1,1,10,46,0,0,0,0,2,1,1,0,0,19,16,3,0,25,0,3,13,5,0,4,10,9,1,5,0,3,0,1,1,4,1,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,6,3,3,0,0,3,1,2,0,0,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1
"E00004152",130,37,26,1,1,21,1,0,0,1,1,11,0,1,1,9,50,6,1,1,4,0,0,9,7,2,0,5,5,30,8,14,3,2,0,0,3,25,1,0,0,1,1,1,0,1,1,6,4,1,1,16,0,0,11,4,0,1,6,5,1,2,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,6,2,2,0,0,4,1,1,2,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"E00004153",123,30,19,3,2,10,2,0,0,0,2,11,0,0,1,10,32,4,0,1,3,0,0,6,4,2,0,4,4,18,5,8,2,0,0,0,3,35,0,0,0,0,2,0,2,0,0,12,8,3,1,21,0,1,6,13,0,1,10,9,4,3,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,4,2,0,1,1,2,1,0,1,0,6,3,2,0,1,3,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0
"E00004154",160,33,26,4,1,10,5,0,0,1,5,7,0,1,0,6,52,8,2,1,5,0,0,4,3,1,0,5,5,35,13,16,2,0,0,0,4,47,1,0,0,1,0,0,0,0,0,18,13,3,2,28,0,0,17,6,0,5,4,2,0,1,0,1,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,0,1,12,0,3,9,0,5,5,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1
"E00004155",135,35,21,2,0,9,6,1,1,0,2,14,0,3,0,11,41,5,0,1,4,0,0,4,4,0,0,8,8,24,7,6,4,0,1,1,5,40,1,0,0,1,0,0,0,1,1,9,8,1,0,29,0,0,18,8,0,3,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,3,3,0,0,2,1,0,1,0,5,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,2,1,0,0,1
"E00004156",132,33,27,1,5,13,4,0,0,1,3,6,0,1,0,5,51,9,1,2,6,0,0,4,4,0,0,6,6,32,10,10,5,2,1,0,4,31,1,0,0,1,0,0,0,0,0,9,5,4,0,21,0,0,19,2,0,0,8,5,1,2,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,2,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,1
"E00004157",131,26,18,2,3,7,1,1,2,1,1,8,0,1,1,6,40,11,1,2,7,0,1,8,6,2,0,9,9,12,1,6,2,0,0,0,3,42,0,0,0,0,1,1,0,0,0,16,12,4,0,25,0,1,13,10,0,1,10,8,0,5,0,1,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,1,0,0,5,3,2,0,1,2,2,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,0,1,1,0,0,1
"E00004158",111,14,10,1,0,6,3,0,0,0,0,4,0,1,0,3,26,2,0,1,1,0,0,5,3,1,1,7,7,12,2,4,1,0,1,0,4,24,1,0,0,1,1,0,1,0,0,15,9,5,1,7,0,0,2,4,0,1,9,6,1,0,1,3,1,3,3,7,1,1,2,0,1,0,1,0,4,2,1,1,0,0,0,0,0,5,3,2,0,1,2,0,2,0,0,13,9,9,0,0,4,3,1,6,2,0,0,0,2,4,3,1,0,7,0,0,0,0,7,0,1,1,0,0,5
"E00004159",120,10,7,0,0,6,1,0,0,0,0,3,0,3,0,0,17,3,0,0,3,0,0,2,1,0,1,5,5,7,0,4,1,0,0,0,2,15,0,0,0,0,2,0,2,0,0,9,8,1,0,4,0,0,0,4,0,0,16,13,5,5,0,3,0,3,3,7,0,0,2,0,1,0,0,1,3,1,2,0,2,0,0,2,0,15,8,4,0,4,7,1,0,4,2,13,9,8,1,0,4,3,1,11,1,0,0,0,1,10,10,0,0,16,0,0,0,0,16,0,7,1,0,0,8
"E00004160",62,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,17,4,1,0,1,2,0,3,1,0,2,5,5,5,0,1,1,0,1,0,2,13,0,0,0,0,4,0,4,1,1,6,6,0,0,2,0,0,0,0,0,2,9,7,0,1,2,2,2,2,2,4,1,1,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,4,3,2,0,1,1,0,1,0,0,6,6,6,0,0,0,0,0,4,3,0,2,0,1,1,1,0,0,3,0,0,0,0,3,1,0,0,0,0,2
"E00004161",121,20,15,0,3,7,5,0,0,0,0,5,0,2,0,3,42,4,1,2,1,0,0,11,9,2,0,4,4,23,6,9,5,0,0,1,2,32,0,0,0,0,4,1,3,0,0,11,10,0,1,17,0,1,7,6,0,3,11,10,0,3,0,7,0,1,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,0,1,1,0,4,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5
"E00004162",157,35,27,5,3,10,4,0,0,0,5,8,0,2,0,6,64,11,1,5,5,0,0,5,4,1,0,7,7,41,17,14,2,0,1,0,7,22,1,0,0,1,1,0,1,0,0,4,2,1,1,16,0,0,9,6,0,1,11,4,0,1,1,2,0,7,7,4,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,7,6,5,0,1,1,1,0,0,0,6,4,4,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,6,0,0,0,0,6,0,3,1,0,0,2
"E00004163",194,40,27,5,5,11,3,0,0,1,2,13,0,2,0,11,75,5,0,1,4,0,0,14,11,2,1,10,10,46,14,15,6,1,0,0,10,46,3,0,1,2,0,0,0,1,1,14,8,3,3,28,0,1,15,8,0,4,16,14,2,4,0,7,1,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,2,0,1,1,0,7,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5
"E00004164",137,10,5,0,1,1,1,0,0,0,2,5,0,1,0,4,21,5,0,2,3,0,0,5,0,0,5,3,3,8,0,4,0,2,0,1,1,23,2,1,0,1,2,1,1,1,1,11,9,0,2,7,0,0,2,1,0,4,13,12,5,3,2,2,0,1,1,10,0,0,4,0,1,0,3,0,4,2,2,0,2,0,0,2,0,17,9,4,0,5,8,3,1,4,0,13,10,7,1,2,3,3,0,12,4,0,1,0,3,8,8,0,0,18,0,0,0,0,18,0,11,2,0,1,4
"E00004165",111,8,2,1,0,0,1,0,0,0,0,6,0,1,0,5,17,8,2,1,5,0,0,3,1,0,2,2,2,4,1,2,0,0,0,0,1,20,2,1,0,1,0,0,0,0,0,6,6,0,0,12,0,0,3,8,0,1,11,7,2,3,1,1,0,4,4,9,0,0,1,0,0,0,1,0,6,4,2,0,2,0,0,2,0,16,5,1,0,4,11,2,2,5,2,7,6,5,1,0,1,1,0,7,1,0,1,0,0,6,6,0,0,16,1,0,1,0,15,2,6,4,0,0,3
