"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01000852",1578,1093,0,0,0,0,0,0,0,0,0,20,7,28,136,18,25,11,3,4,2,2,1,7,2,42,7,7,1,2,1,0,0,1,13,5,5,0,0,3,0,0,0,18,6,23,20,3,1,8,0,8,25,10,0,0,0,14,0,0,0,0,1,0,0,0,181,16,17,88,24,13,4,9,7,0,3,0,0,0,0,0,7,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"E01000853",1587,1134,0,2,0,1,0,1,0,0,0,45,17,23,107,24,14,40,0,2,6,0,0,0,2,13,2,4,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,6,4,16,9,2,0,5,1,1,102,3,0,0,0,99,0,0,0,0,0,0,0,0,70,5,7,25,5,4,0,6,0,16,2,0,0,0,0,0,37,1,12,14,0,5,0,1,0,0,1,0,0,1,0,2,1,1,2,0,1,1
"E01000854",1788,1161,0,0,0,0,0,0,0,0,0,68,12,54,172,14,31,70,0,0,7,0,0,1,2,16,2,3,0,2,2,0,0,22,8,0,4,0,0,4,0,0,0,8,1,26,12,1,2,4,1,4,158,0,9,0,0,131,2,0,1,2,4,1,6,2,95,8,16,48,2,4,1,6,1,8,1,0,0,0,0,0,10,1,1,2,0,0,0,0,0,1,2,0,0,0,0,3,1,1,2,2,0,0
"E01000855",1747,1356,1,0,0,0,0,0,0,0,0,34,36,26,122,38,19,12,3,2,0,5,0,1,1,27,3,4,1,3,0,1,2,0,13,2,8,1,1,1,0,0,0,20,2,12,16,11,0,2,1,2,23,1,0,0,0,11,5,0,0,0,5,0,0,1,81,11,9,32,6,9,0,5,0,7,2,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000856",1584,1154,1,5,0,0,0,0,0,0,5,20,13,19,71,17,8,15,0,0,4,1,0,2,0,17,2,1,3,0,0,0,0,1,75,71,3,0,0,1,0,0,0,2,5,27,20,0,7,12,0,1,101,0,0,0,0,97,0,0,0,1,0,0,1,2,33,1,4,12,3,0,1,4,0,6,2,0,0,0,0,0,37,0,4,24,0,1,2,1,0,0,0,0,0,0,0,5,0,0,1,1,0,0
"E01000857",1392,1185,1,0,0,0,0,0,0,0,0,28,10,10,72,14,17,4,3,2,1,0,0,1,1,9,2,8,6,3,0,1,0,0,18,11,1,0,0,6,0,0,0,3,3,4,15,1,4,10,0,0,28,1,0,0,0,23,2,0,0,1,0,1,0,0,8,1,0,3,1,1,0,0,0,2,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"E01000858",1800,1368,1,0,0,0,0,0,0,0,0,21,15,25,82,25,14,5,2,0,3,0,1,3,1,16,3,6,2,0,0,0,0,1,32,28,2,0,0,2,0,0,0,5,11,33,23,2,8,10,0,3,95,5,2,0,0,83,2,0,0,2,0,0,0,1,24,1,3,8,4,0,2,0,3,3,0,0,0,0,0,0,63,7,9,34,0,0,0,0,1,0,0,0,0,0,1,11,1,1,1,1,0,0
"E01000859",1531,1354,0,1,0,0,0,0,0,0,1,24,7,14,81,16,23,8,0,2,1,2,1,2,0,5,7,8,3,2,0,1,0,0,6,5,1,0,0,0,0,0,0,2,3,5,7,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,4,14,0,0,2,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"E01000860",1266,1075,1,1,1,0,0,0,0,0,0,15,12,19,66,19,14,6,0,0,1,0,0,1,4,5,6,3,2,1,0,0,3,1,14,3,8,1,0,2,0,0,0,3,5,13,8,2,2,4,0,0,6,0,0,0,0,2,1,0,0,1,0,0,2,0,21,0,0,3,1,6,0,0,0,9,2,0,2,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01000861",1539,1236,0,4,4,0,0,0,0,0,0,27,10,19,84,22,11,24,0,2,0,0,0,0,1,3,2,7,2,3,0,0,2,5,13,5,2,0,0,6,0,0,0,3,2,7,18,3,9,6,0,0,64,0,3,1,0,53,5,0,0,0,0,0,1,1,31,4,4,7,3,1,0,6,0,5,1,0,0,0,0,0,18,1,1,12,0,0,0,2,0,0,0,0,0,0,1,1,2,2,1,1,0,0
"E01000862",1649,1398,0,0,0,0,0,0,0,0,0,30,5,43,101,32,25,2,1,7,3,0,1,4,0,11,4,6,1,3,0,0,0,1,7,1,4,0,0,2,0,0,0,5,5,13,4,3,0,1,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,22,4,1,4,5,0,0,1,1,4,2,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E01000863",1441,1121,0,1,0,0,0,1,0,0,0,43,14,11,113,30,21,25,2,4,1,1,0,0,0,4,5,13,2,2,0,1,0,2,11,2,3,0,0,6,0,0,0,6,1,13,5,1,0,4,0,0,31,4,1,0,0,15,2,1,0,0,0,0,5,3,35,3,3,4,17,1,0,2,0,0,5,0,0,0,0,0,34,7,1,21,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,0,0,0
"E01000864",1481,1242,0,1,0,0,0,0,0,1,0,20,14,17,54,19,10,10,0,2,0,1,2,1,0,6,2,1,0,0,0,0,0,0,13,7,3,3,0,0,0,0,0,4,4,16,15,2,3,9,0,1,45,0,2,0,0,35,8,0,0,0,0,0,0,0,18,0,0,3,7,1,0,3,0,3,1,0,0,0,0,0,16,4,1,7,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,2,0,0
"E01000865",1479,1197,1,0,0,0,0,0,0,0,0,19,8,25,94,14,30,11,2,0,6,3,0,1,3,10,6,3,1,2,0,0,0,2,3,0,2,0,0,1,0,0,0,1,3,2,4,0,0,3,0,1,20,2,3,0,0,8,2,0,0,3,2,0,0,0,93,2,6,69,6,0,6,4,0,0,0,0,0,0,0,0,9,2,2,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01000866",1960,1587,0,0,0,0,0,0,0,0,0,36,15,31,110,29,8,7,1,1,3,1,0,13,2,30,3,9,0,2,0,0,0,1,16,14,1,0,0,1,0,0,0,4,1,10,21,3,10,6,1,1,61,3,2,0,0,55,1,0,0,0,0,0,0,0,28,0,3,2,8,0,0,1,0,14,0,0,0,0,0,0,40,3,4,25,0,1,1,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
"E01000867",1546,1062,0,0,0,0,0,0,0,0,0,20,12,29,90,21,18,15,0,2,1,0,0,0,4,18,2,5,2,1,1,0,0,0,25,19,2,0,0,4,0,0,0,3,11,19,36,0,2,14,18,2,119,1,0,0,0,106,3,0,0,0,0,0,8,1,59,1,18,19,4,1,0,3,2,11,0,0,0,0,0,0,57,1,10,39,0,1,0,1,0,0,0,0,0,1,1,3,3,3,1,1,0,0
"E01000868",1338,880,0,0,0,0,0,0,0,0,0,18,8,17,39,11,5,13,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,68,65,2,1,0,0,0,0,0,2,4,34,18,0,3,7,6,2,107,0,0,0,0,103,1,0,0,0,0,0,0,3,39,1,4,8,3,0,2,2,0,18,1,0,0,0,0,0,100,14,19,48,0,0,3,1,6,2,3,0,0,0,0,4,2,2,2,2,0,0
"E01000869",2029,1626,1,0,0,0,0,0,0,0,0,23,31,30,102,33,24,6,0,1,0,0,1,5,5,18,3,3,0,2,0,0,0,1,54,54,0,0,0,0,0,0,0,11,19,10,9,0,0,2,5,2,37,1,0,1,0,28,1,0,0,2,0,1,0,3,31,1,2,17,5,0,2,2,0,2,0,0,0,0,0,0,44,1,9,30,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0
"E01000870",1640,1411,0,0,0,0,0,0,0,0,0,22,9,23,77,22,11,7,0,0,0,0,0,0,4,19,2,8,1,2,0,0,0,1,18,14,4,0,0,0,0,0,0,2,2,7,6,0,0,5,0,1,25,4,0,0,0,17,0,0,0,0,0,0,4,0,12,0,0,5,4,1,0,0,0,1,1,0,0,0,0,0,23,0,4,14,0,0,2,0,0,0,1,0,0,1,0,1,2,2,1,1,0,0
"E01000871",1600,1285,0,0,0,0,0,0,0,0,0,26,9,22,84,10,15,23,0,2,2,2,1,2,2,19,2,2,2,0,0,0,0,0,25,10,1,10,0,4,0,0,0,13,5,21,28,5,1,13,7,2,54,7,1,0,0,43,2,0,0,0,0,0,1,0,13,2,0,2,4,0,0,3,0,1,1,0,0,0,0,0,13,1,1,8,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"E01000872",1832,1270,1,0,0,0,0,0,0,0,0,52,37,29,198,53,14,62,4,2,1,2,6,12,7,8,9,8,5,1,1,0,0,3,22,13,6,0,0,3,0,0,0,10,3,37,33,4,3,12,6,8,27,1,2,0,0,7,2,1,1,3,0,9,0,1,76,9,1,21,7,3,1,4,0,28,2,0,0,0,0,0,33,0,3,19,0,0,0,0,2,0,4,0,0,0,0,5,4,4,0,0,0,0
"E01000873",1568,1342,0,0,0,0,0,0,0,0,0,36,13,17,76,13,18,13,0,2,0,1,0,3,2,11,5,5,1,1,0,0,0,1,19,13,3,1,1,1,0,0,0,4,7,4,21,7,0,8,0,6,7,1,1,1,0,3,1,0,0,0,0,0,0,0,15,2,0,0,4,2,0,1,0,3,3,0,0,0,0,0,7,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E01000874",1486,1208,0,0,0,0,0,0,0,0,0,50,13,19,87,27,19,1,3,1,1,3,1,4,1,6,1,13,3,2,0,0,1,0,5,1,4,0,0,0,1,0,1,10,7,16,32,11,1,20,0,0,14,1,4,0,0,6,1,0,0,0,0,2,0,0,15,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0,0
"E01000875",1604,1177,0,0,0,0,0,0,0,0,0,40,21,42,137,33,14,29,9,3,3,4,2,9,8,14,4,2,2,0,0,0,0,1,23,14,5,0,1,3,0,0,0,10,8,28,29,3,3,17,5,1,35,6,0,1,0,17,9,0,0,0,0,2,0,0,31,1,0,8,10,4,0,2,0,1,5,0,0,0,0,0,18,4,2,11,0,0,0,1,0,0,0,0,0,0,0,0,4,4,1,1,0,0
"E01000876",1683,1249,0,3,1,0,0,0,0,1,1,31,17,15,78,20,12,14,4,2,1,2,1,6,0,8,0,6,1,1,0,0,0,0,34,31,3,0,0,0,0,0,0,7,6,33,38,1,8,28,0,1,62,3,0,0,0,49,2,0,0,0,0,1,0,7,25,1,0,5,10,0,2,0,0,7,0,0,0,0,0,0,82,2,12,52,0,1,1,2,0,0,3,0,1,1,4,3,2,2,1,1,0,0
"E01000877",1499,1197,0,0,0,0,0,0,0,0,0,39,11,14,100,40,15,11,1,7,4,4,1,5,0,1,5,2,0,2,2,0,0,0,29,9,8,2,2,8,0,0,0,9,3,10,45,14,2,24,1,4,5,1,0,0,0,0,3,0,0,0,0,0,1,0,27,2,4,2,6,6,0,2,0,5,0,0,0,0,0,0,7,0,1,2,0,0,0,0,0,1,0,1,1,0,1,0,2,2,1,1,0,0
"E01000878",1566,1249,0,0,0,0,0,0,0,0,0,28,8,11,87,19,22,11,0,0,0,2,1,4,3,10,7,5,0,2,0,0,0,1,9,4,2,0,1,2,0,0,0,16,5,21,32,10,2,20,0,0,39,5,12,0,0,10,0,0,0,0,1,4,2,5,58,3,1,21,19,6,1,0,0,4,3,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000879",1395,1133,2,0,0,0,0,0,0,0,0,34,13,19,102,24,34,11,0,0,0,0,0,3,5,10,4,6,3,1,0,0,0,1,6,0,4,0,0,2,0,0,0,16,2,6,18,8,0,7,0,3,7,0,1,0,0,0,0,0,0,5,0,1,0,0,36,0,2,6,21,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E01000880",1506,1173,0,0,0,0,0,0,0,0,0,41,12,20,118,30,29,14,2,2,6,1,0,5,2,9,7,3,2,3,1,2,0,0,6,2,2,0,0,2,0,0,0,15,0,10,47,17,0,26,1,3,14,1,0,0,0,5,1,0,2,2,0,0,2,1,45,4,2,10,15,2,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0
"E01000881",1451,1081,0,0,0,0,0,0,0,0,0,27,8,39,128,34,25,16,1,3,6,0,0,4,4,10,8,5,4,2,2,2,0,2,13,9,0,0,0,4,0,0,0,13,2,2,37,20,2,14,0,1,22,7,0,0,0,12,0,0,0,0,2,1,0,0,57,4,1,11,22,4,0,3,0,6,6,0,0,0,0,0,22,0,0,15,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E01000882",1452,1140,0,0,0,0,0,0,0,0,0,47,7,32,123,20,31,12,3,1,3,2,0,4,1,12,13,9,8,1,2,0,0,1,5,2,1,0,1,1,0,0,0,17,9,2,25,15,0,10,0,0,7,0,0,0,0,1,2,2,0,0,0,2,0,0,34,4,3,5,11,3,0,1,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"E01000883",1279,883,0,0,0,0,0,0,0,0,0,33,27,20,88,19,18,6,2,0,2,1,1,1,1,24,6,4,2,1,0,0,0,0,10,3,1,0,0,6,0,0,0,11,8,7,31,7,1,14,7,2,16,7,3,0,0,1,2,0,0,0,0,3,0,0,143,12,5,10,86,22,1,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E01000884",1392,1139,0,0,0,0,0,0,0,0,0,23,6,21,96,12,20,11,2,2,5,2,0,6,7,11,3,9,3,1,0,2,0,0,19,12,6,0,0,1,0,0,0,11,2,5,26,10,0,8,6,2,8,2,3,0,0,2,1,0,0,0,0,0,0,0,36,0,1,3,15,2,0,0,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000885",1417,1159,0,0,0,0,0,0,0,0,0,31,6,18,55,13,16,7,1,0,0,0,0,2,1,4,2,5,1,1,0,1,1,0,8,1,0,0,0,7,0,0,0,19,5,8,34,12,0,19,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,67,0,0,3,41,2,0,3,2,10,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000886",1387,1208,1,0,0,0,0,0,0,0,0,24,4,13,75,20,14,8,2,5,0,0,1,4,3,6,3,2,4,0,1,2,0,0,10,7,0,0,0,3,0,0,0,2,6,5,13,0,0,3,8,2,11,2,0,0,0,9,0,0,0,0,0,0,0,0,13,1,1,1,7,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000887",1434,1183,1,0,0,0,0,0,0,0,0,34,13,23,84,15,9,19,3,2,2,2,0,2,0,12,4,6,4,3,0,1,0,0,4,3,0,0,0,1,0,0,0,1,8,8,17,5,1,11,0,0,25,1,3,0,0,15,6,0,0,0,0,0,0,0,28,1,9,5,8,0,0,2,0,3,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"E01000888",1537,1337,0,0,0,0,0,0,0,0,0,19,13,15,63,11,23,7,2,2,1,1,0,4,0,6,3,2,0,0,0,0,0,1,14,7,7,0,0,0,0,0,0,1,0,0,20,4,4,4,6,2,20,0,0,1,0,15,0,0,0,0,2,0,2,0,17,0,1,4,9,0,1,2,0,0,0,0,0,0,0,0,18,4,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01000889",1611,1258,0,0,0,0,0,0,0,0,0,21,31,17,50,5,7,9,6,2,1,3,0,5,3,5,0,1,3,0,0,0,0,0,7,6,0,0,0,1,0,0,0,0,11,16,40,2,8,27,1,2,91,5,0,0,0,84,0,0,0,0,0,1,0,1,21,2,3,2,2,0,0,0,0,12,0,0,0,0,0,0,47,3,9,23,0,2,1,0,4,0,2,0,0,2,1,0,1,1,0,0,0,0
"E01000890",1582,1179,0,0,0,0,0,0,0,0,0,9,22,36,54,20,5,15,0,0,1,0,2,5,0,3,0,0,1,0,0,0,0,2,31,30,1,0,0,0,0,0,0,0,10,35,29,1,2,14,7,5,88,1,0,2,0,79,2,0,0,0,1,0,0,3,23,7,0,5,5,0,0,2,0,4,0,0,0,0,0,0,65,6,8,39,0,2,2,2,1,1,2,0,0,0,0,2,1,1,0,0,0,0
"E01000891",1510,1149,1,1,1,0,0,0,0,0,0,21,18,29,39,9,3,4,0,0,1,0,0,7,0,8,0,0,0,4,0,0,1,2,31,23,4,3,0,1,0,0,0,2,5,14,14,0,1,10,0,3,110,8,0,0,0,96,3,0,0,2,0,0,0,1,12,0,0,3,1,0,0,1,0,6,1,0,0,0,0,0,61,1,2,48,0,0,2,0,0,0,4,0,0,1,1,2,0,0,3,3,0,0
"E01000892",1756,1459,0,0,0,0,0,0,0,0,0,41,10,17,78,13,20,4,0,1,2,1,1,5,0,17,4,6,2,2,0,0,0,0,37,27,5,0,0,5,0,0,0,1,0,14,12,6,1,2,0,3,47,2,0,2,0,37,0,0,0,0,0,3,2,1,28,5,1,3,7,0,1,2,0,7,2,0,0,0,0,0,10,1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
"E01000893",1499,1318,1,0,0,0,0,0,0,0,0,23,4,22,89,16,18,10,1,1,2,1,0,2,1,11,13,11,0,1,0,1,0,0,6,1,0,0,0,5,0,0,0,6,2,2,7,3,0,3,0,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,2,6,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
"E01000894",1320,1126,0,0,0,0,0,0,0,0,0,30,4,10,65,12,18,5,0,0,0,0,0,3,1,2,13,5,4,0,0,1,0,1,8,1,5,0,0,2,0,0,0,4,0,2,14,6,0,8,0,0,9,0,4,0,0,2,2,0,0,0,1,0,0,0,46,2,1,10,22,3,0,2,1,5,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000895",1576,1294,1,0,0,0,0,0,0,0,0,81,14,20,82,21,21,7,2,1,0,0,1,4,4,10,1,8,1,1,0,0,0,0,9,6,0,0,1,2,0,0,0,7,1,3,25,14,5,6,0,0,6,0,1,0,0,5,0,0,0,0,0,0,0,0,28,0,4,2,16,4,0,1,0,1,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E01000896",1628,1393,0,0,0,0,0,0,0,0,0,28,10,10,121,17,29,34,0,1,2,0,0,0,0,11,9,15,2,1,0,0,0,0,3,0,2,0,0,1,0,0,0,10,1,3,2,1,0,1,0,0,10,1,1,0,0,7,0,0,0,0,0,0,0,1,29,3,0,6,10,6,0,0,0,4,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"E01000897",1519,1246,1,0,0,0,0,0,0,0,0,27,8,22,109,27,25,12,2,2,0,1,0,2,3,10,8,5,2,5,3,2,0,0,7,0,5,0,0,2,0,0,0,9,8,2,26,17,0,9,0,0,13,0,5,0,0,4,2,2,0,0,0,0,0,0,39,1,0,5,20,2,0,1,2,7,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"E01000898",1648,1240,1,0,0,0,0,0,0,0,0,27,15,15,122,16,17,57,1,0,2,0,0,2,1,8,4,6,0,7,0,1,0,0,11,7,4,0,0,0,0,0,0,4,12,24,30,10,0,13,0,7,30,1,2,1,0,16,3,1,1,4,1,0,0,0,102,6,3,10,21,3,0,1,0,55,3,0,0,0,0,0,13,0,0,3,0,3,0,0,2,0,0,2,1,0,0,2,1,1,1,1,0,0
