"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E02000176",6039,4816,2,0,0,0,0,0,0,0,0,157,49,76,439,87,118,58,4,5,14,1,1,17,6,32,21,34,15,20,2,1,1,2,72,41,16,6,1,8,1,1,0,61,21,19,64,34,0,21,7,2,44,7,11,1,0,11,5,0,2,4,0,0,0,3,200,11,6,34,83,6,0,5,0,53,2,0,0,0,0,0,13,2,1,6,0,0,0,0,0,0,1,0,2,0,1,0,3,3,2,2,0,0
"E02000177",8588,6733,0,6,2,0,0,4,0,0,0,104,87,103,302,78,44,24,1,5,8,5,0,12,10,56,3,37,11,5,0,0,1,2,171,147,17,2,0,5,0,0,0,28,14,83,102,11,27,48,12,4,402,12,0,3,0,336,6,0,0,5,0,3,30,7,148,4,8,28,29,14,6,9,2,44,4,0,1,0,0,0,292,18,16,185,0,7,5,8,1,4,23,0,0,3,5,17,7,7,5,3,0,2
"E02000178",8534,6429,2,6,4,0,0,0,0,1,1,176,86,143,515,127,73,102,22,16,10,10,6,29,22,43,12,22,10,5,0,1,1,4,162,122,24,0,1,15,0,0,0,37,28,171,151,11,26,90,16,8,200,12,0,1,0,145,19,0,0,2,1,3,4,13,172,4,7,35,34,10,3,5,0,61,13,0,0,0,0,0,245,21,29,141,0,5,2,3,3,1,8,0,4,2,5,21,7,7,4,4,0,0
"E02000179",5973,4548,0,0,0,0,0,0,0,0,0,108,41,93,265,59,65,34,5,7,6,2,1,17,0,23,13,15,9,5,1,0,1,2,146,110,14,8,1,13,0,0,0,52,18,52,114,40,9,37,16,12,177,7,7,0,0,147,7,1,0,3,0,0,0,5,166,1,16,33,54,21,1,2,5,28,5,0,0,0,0,0,187,9,17,132,4,3,1,0,1,0,10,0,0,2,1,7,4,4,2,2,0,0
"E02000180",7873,6007,2,1,0,0,0,0,0,1,0,100,73,118,379,98,87,55,2,5,7,4,3,8,12,60,13,12,4,5,1,0,0,3,163,145,9,4,0,5,0,0,0,21,41,81,82,2,8,35,29,8,328,4,5,1,0,280,15,0,0,5,2,1,8,7,240,5,30,116,25,2,10,14,2,34,2,0,0,0,0,0,226,22,41,125,0,2,4,2,9,3,3,0,1,2,1,11,6,6,5,5,0,0
"E02000181",7363,5864,1,1,1,0,0,0,0,0,0,207,48,103,451,133,99,38,3,8,14,2,2,9,4,69,21,21,11,6,1,1,1,8,82,58,14,0,1,9,0,0,0,62,21,49,128,43,8,57,17,3,78,13,3,0,0,39,7,1,0,4,1,6,1,3,193,7,8,33,94,23,0,10,3,10,5,0,0,0,0,0,61,5,3,37,0,1,0,0,2,0,0,0,10,0,1,2,11,11,3,3,0,0
"E02000182",6396,4449,0,0,0,0,0,0,0,0,0,150,68,80,266,60,52,26,3,6,17,3,1,15,3,43,10,11,6,3,1,4,1,1,127,101,9,5,6,6,0,0,0,87,35,104,237,41,7,119,34,36,189,28,23,2,0,101,12,3,3,2,2,3,0,10,523,8,5,53,321,70,0,16,10,30,10,1,0,0,0,0,73,7,6,43,0,1,3,0,0,0,1,0,2,2,0,8,4,4,3,2,1,0
"E02000183",7638,6380,3,2,1,0,0,0,0,0,1,118,49,111,402,106,93,25,6,11,9,2,3,11,6,46,22,31,14,9,0,2,3,3,77,48,16,1,0,12,0,0,0,18,27,68,57,10,14,28,0,5,139,6,2,0,0,118,5,0,0,4,0,1,2,1,98,9,4,22,25,7,2,3,4,18,4,0,2,0,0,0,84,10,12,44,0,0,0,0,1,0,2,0,1,0,1,13,2,2,1,1,0,0
"E02000184",8570,6220,4,9,4,0,0,0,0,0,5,108,113,156,422,86,78,71,7,7,11,7,0,8,5,72,14,20,15,10,0,2,3,6,195,165,14,1,1,14,2,2,0,48,28,105,115,7,22,46,17,23,501,10,3,1,0,457,15,0,1,2,0,0,9,3,253,16,23,75,47,29,5,21,0,32,5,0,0,0,0,0,281,16,33,192,0,4,2,3,0,0,11,0,1,0,5,14,7,7,3,2,1,0
"E02000185",7936,5580,4,4,4,0,0,0,0,0,0,112,128,122,408,95,48,84,12,13,13,11,4,13,32,37,14,14,6,4,1,0,4,3,236,190,35,0,1,10,0,0,0,51,19,325,173,8,20,109,28,8,276,19,7,2,0,197,23,1,0,4,3,9,3,8,193,8,7,34,31,22,3,21,1,62,4,0,0,0,0,0,289,31,33,189,1,3,4,3,2,2,4,0,1,2,3,11,10,10,6,6,0,0
"E02000186",6510,4921,1,4,2,0,0,1,0,1,0,173,75,111,360,81,56,55,6,5,11,3,0,6,6,53,13,39,11,6,0,4,0,5,87,52,19,0,0,16,0,0,0,45,24,62,148,84,22,26,3,13,185,11,4,0,0,153,4,1,0,0,0,2,7,3,150,8,9,30,38,7,5,12,4,25,12,0,0,0,0,0,157,20,13,81,1,5,2,0,6,0,7,2,2,4,8,6,5,5,2,1,1,0
"E02000187",7804,5219,1,2,0,0,0,2,0,0,0,119,124,134,333,79,48,35,4,4,7,8,1,14,8,76,5,23,3,9,0,0,3,6,118,94,20,1,0,3,0,0,0,23,54,72,83,6,34,22,15,6,831,16,1,2,0,776,10,1,0,1,1,2,7,14,268,13,27,89,35,14,8,9,6,65,2,0,0,0,0,0,412,27,33,279,0,12,6,1,8,5,13,0,0,4,3,21,5,5,6,6,0,0
"E02000188",8041,5569,2,0,0,0,0,0,0,0,0,134,82,124,327,71,44,63,4,8,10,6,1,3,10,55,14,13,11,9,0,0,0,5,174,145,18,0,1,10,0,0,0,34,29,89,89,3,16,42,22,6,815,17,10,2,0,732,20,0,0,2,1,3,16,12,351,14,48,134,8,18,6,13,41,59,10,1,0,0,0,0,215,24,20,123,0,11,4,3,2,0,8,0,2,1,4,13,6,6,0,0,0,0
"E02000189",5745,3613,0,1,0,0,0,1,0,0,0,153,48,118,465,70,71,209,4,7,6,7,0,7,3,36,13,13,12,1,0,1,2,3,48,36,6,0,1,5,0,0,0,32,21,68,60,16,12,22,5,5,597,24,9,4,0,542,6,0,0,1,1,0,4,6,265,13,36,96,34,12,3,23,12,32,4,0,0,0,0,0,244,14,26,180,1,1,1,4,0,1,10,1,0,2,0,3,11,11,1,1,0,0
"E02000190",7353,5103,5,3,0,1,0,2,0,0,0,217,84,126,502,110,81,97,3,10,19,10,3,10,11,91,19,22,5,5,0,0,0,6,68,36,21,1,3,7,0,0,0,42,30,73,61,9,8,33,4,7,400,20,8,1,0,351,7,1,1,1,6,0,0,4,470,33,56,205,45,49,2,29,10,38,3,0,0,0,0,0,162,8,26,101,0,10,1,2,2,0,4,1,0,2,1,4,5,5,2,0,1,1
"E02000191",7396,5196,4,3,0,0,0,0,0,0,3,238,64,157,619,100,112,139,6,7,18,11,5,12,7,112,17,28,6,7,5,4,0,23,35,10,12,0,0,13,0,0,0,52,13,80,64,17,3,27,1,16,250,17,21,1,0,179,6,1,1,7,5,1,6,5,560,42,68,245,56,44,11,32,14,39,9,0,0,0,0,0,55,4,20,16,0,1,1,0,0,1,2,0,1,0,0,9,4,4,2,2,0,0
"E02000192",6897,5045,3,0,0,0,0,0,0,0,0,142,63,132,369,127,63,34,5,3,9,8,2,6,1,48,18,24,8,7,0,0,0,6,78,51,14,3,0,10,0,0,0,37,40,55,48,9,5,23,0,11,559,19,7,1,0,506,7,0,0,3,0,2,2,12,181,11,17,55,27,12,2,7,3,46,1,0,0,0,0,0,137,33,18,47,0,5,3,1,8,1,4,0,0,0,1,16,6,6,2,2,0,0
"E02000193",7525,5608,2,0,0,0,0,0,0,0,0,206,80,134,520,141,91,84,8,9,8,13,2,7,13,91,18,16,2,7,2,1,3,4,66,39,18,1,1,7,0,0,0,65,41,126,51,21,3,11,8,8,208,10,10,0,0,166,7,1,0,0,9,0,3,2,351,35,58,150,30,32,8,18,5,12,3,0,0,1,1,0,66,13,13,26,0,0,0,0,1,1,2,0,4,1,0,5,0,0,0,0,0,0
