"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E00004130",268,203,141,136,0,3,2,0,0,0,0,0,0,9,53,48,39,8,14,4,0,2,11,9,0,1,5,3,5,0,5,15,0,6,1,2,3,9,0,3,4,0,2,0,24,5,0,5,10,0,0,10,4,0,4,0,0,0,5,2,3,0,17,15,13,2,0,2,0,0,0,9,0,9,8,1,0,0
"E00004131",280,177,128,124,2,2,0,0,0,0,0,0,0,5,44,33,25,8,9,1,1,1,5,8,0,2,1,5,11,0,11,10,0,3,1,1,1,7,0,0,4,0,3,0,49,15,2,13,1,1,0,0,0,0,0,0,0,0,33,30,3,0,34,31,24,7,0,3,0,0,0,10,0,10,3,7,0,0
"E00004132",204,166,128,118,1,8,1,0,0,0,0,0,0,1,37,27,21,5,6,5,1,0,4,6,0,1,0,5,10,0,10,4,1,1,0,0,1,2,0,0,2,0,0,0,11,3,0,3,1,0,0,1,6,0,3,1,0,2,1,0,1,0,19,16,12,4,0,2,1,0,1,4,0,3,3,0,1,0
"E00004133",255,184,136,130,0,3,3,0,0,0,0,0,0,4,44,36,28,6,4,7,3,0,8,8,0,2,2,4,8,0,8,16,2,1,1,0,0,13,1,1,8,2,1,0,25,11,10,1,4,0,2,2,7,2,5,0,0,0,2,0,2,1,18,14,13,1,0,1,3,3,0,12,0,12,6,6,0,0
"E00004134",188,144,115,113,0,1,1,0,0,0,0,0,0,3,26,13,10,0,5,1,0,0,4,3,0,0,1,2,13,1,12,5,1,0,0,0,0,4,2,0,2,0,0,0,22,6,1,5,12,3,4,5,3,0,3,0,0,0,1,0,1,0,16,10,6,4,2,2,2,1,1,1,0,1,1,0,0,0
"E00004135",143,105,74,66,1,5,2,0,0,0,0,0,0,6,25,22,14,4,2,1,2,0,5,8,0,2,3,3,3,0,3,5,1,1,1,0,0,3,1,0,2,0,0,0,20,9,1,8,5,0,2,3,3,0,3,0,0,0,3,0,3,0,8,4,3,1,0,3,1,0,1,5,0,5,3,2,0,0
"E00004136",228,165,128,123,0,3,2,0,0,0,0,0,0,0,37,29,20,9,2,7,0,1,1,9,1,2,0,6,8,0,8,9,1,1,0,0,1,7,0,0,5,0,2,0,15,1,0,1,10,0,0,10,0,0,0,0,0,0,4,4,0,0,28,22,16,6,0,6,0,0,0,11,0,11,9,2,0,0
"E00004137",272,180,129,123,1,4,1,0,0,0,0,0,0,4,47,36,32,8,7,5,0,4,8,4,0,1,0,3,11,0,11,13,6,1,0,0,1,6,0,0,5,0,1,0,22,5,2,3,3,2,1,0,6,0,5,0,0,1,8,5,3,0,48,40,32,8,0,5,3,1,2,9,0,9,9,0,0,0
"E00004138",225,159,110,103,1,2,4,0,0,0,0,0,0,9,40,29,26,9,4,6,0,2,5,3,0,1,0,2,11,3,8,14,5,2,0,2,0,7,0,0,5,0,2,0,30,7,2,5,7,1,0,6,7,0,7,0,0,0,9,3,6,0,21,18,13,5,0,3,0,0,0,1,0,1,1,0,0,0
"E00004139",333,212,188,183,0,4,1,0,0,0,0,0,0,0,24,15,4,0,1,1,0,2,0,11,0,5,0,6,9,1,8,49,1,13,1,1,11,33,1,15,4,1,12,2,59,14,3,11,5,0,2,3,36,33,0,0,0,3,4,3,1,0,12,1,1,0,0,10,1,1,0,1,0,1,1,0,0,0
"E00004140",206,154,104,98,0,6,0,0,0,0,0,0,0,8,42,37,32,9,11,0,2,3,7,5,0,1,1,3,5,0,5,5,1,1,0,0,1,3,1,0,1,0,1,0,13,3,1,2,6,0,0,6,3,0,2,1,0,0,1,0,1,0,25,19,13,6,0,5,1,1,0,9,0,9,8,1,0,0
"E00004141",188,136,102,87,6,4,5,0,0,0,0,0,0,12,22,20,11,4,0,1,0,3,3,9,0,6,0,3,2,1,1,12,0,1,0,0,1,11,0,2,6,0,3,0,21,8,1,7,8,5,2,1,4,0,4,0,0,0,1,0,1,0,9,7,6,1,0,1,1,0,1,10,0,10,7,3,0,0
"E00004142",237,154,109,101,0,3,5,0,0,0,0,0,0,2,43,30,21,3,7,2,1,5,3,9,0,3,0,6,13,3,10,8,1,0,0,0,0,7,0,0,5,0,2,0,36,13,3,10,14,0,3,11,5,0,4,1,0,0,4,1,3,0,25,23,19,4,0,2,0,0,0,14,0,14,11,3,0,0
"E00004143",242,177,132,124,1,6,1,0,0,0,0,0,0,3,42,33,30,6,4,7,0,0,13,3,1,2,0,0,9,0,9,6,1,1,1,0,0,4,0,0,3,0,1,0,28,12,5,7,10,1,2,7,5,0,3,2,0,0,1,0,1,0,24,16,12,4,2,4,2,0,2,7,0,7,5,2,0,0
"E00004144",230,188,150,142,0,5,3,0,0,0,0,0,0,0,38,28,23,5,6,2,2,0,8,5,0,1,1,3,10,1,9,9,0,0,0,0,0,9,0,0,8,0,1,0,12,1,1,0,6,0,1,5,2,0,1,1,0,0,3,0,3,0,14,11,10,1,0,1,2,0,2,7,0,7,4,3,0,0
"E00004145",256,183,128,118,0,8,2,0,0,0,0,0,0,2,53,43,35,8,4,7,1,8,7,8,0,2,1,5,10,4,6,14,0,2,0,0,2,12,2,0,8,1,1,0,29,7,3,4,12,0,6,6,2,0,1,1,0,0,6,1,5,2,26,18,17,1,0,7,1,0,1,4,0,4,3,1,0,0
"E00004146",249,190,145,132,0,9,4,0,0,0,0,0,0,4,41,32,24,4,4,9,2,2,3,8,0,5,0,3,9,3,6,5,1,1,0,1,0,3,0,0,2,1,0,0,25,6,1,5,8,2,1,5,3,0,3,0,0,0,8,3,5,0,24,20,16,4,0,0,4,1,3,5,0,5,3,2,0,0
"E00004147",225,170,136,124,4,7,1,0,0,0,0,0,0,5,29,26,20,3,6,1,1,2,7,6,1,0,0,5,3,2,1,13,0,1,0,1,0,12,1,0,9,0,2,0,8,1,1,0,4,0,0,4,2,0,2,0,0,0,1,0,1,0,24,16,14,2,2,4,2,1,1,10,0,10,6,4,0,0
"E00004148",175,139,102,99,0,0,3,0,0,0,0,0,0,1,36,31,24,6,9,5,0,0,4,7,1,2,0,4,5,0,5,3,1,0,0,0,0,2,1,0,1,0,0,0,13,4,0,4,6,0,1,5,2,0,2,0,0,0,1,0,1,0,16,9,9,0,1,6,0,0,0,4,0,4,3,1,0,0
"E00004149",337,256,198,186,4,8,0,0,0,0,0,0,0,5,53,47,33,5,11,7,0,1,9,14,2,6,0,6,6,2,4,6,2,1,0,1,0,3,1,0,2,0,0,0,38,9,3,6,11,2,4,5,13,4,7,0,0,2,5,2,3,0,29,27,18,9,1,1,0,0,0,8,0,8,8,0,0,0
"E00004150",304,173,128,117,1,6,4,0,0,0,0,0,0,7,38,26,21,2,8,3,1,2,5,5,0,2,2,1,12,1,11,10,0,0,0,0,0,10,0,0,8,0,2,0,75,18,5,13,23,6,9,8,17,0,13,4,0,0,17,0,17,0,31,28,23,5,0,3,0,0,0,15,0,15,9,6,0,0
"E00004151",261,200,151,138,3,5,5,0,0,0,0,0,0,4,45,33,25,9,4,6,0,3,3,8,0,2,0,6,12,1,11,6,0,2,0,0,2,4,1,0,1,0,2,0,13,3,1,2,5,2,1,2,0,0,0,0,0,0,5,1,4,0,33,31,21,10,0,2,0,0,0,9,0,9,4,5,0,0
"E00004152",243,174,140,132,0,6,2,0,0,0,0,0,0,2,32,27,24,7,4,4,0,1,8,3,0,1,0,2,5,0,5,10,1,0,0,0,0,9,0,0,6,1,2,0,19,6,0,6,5,0,2,3,1,0,1,0,0,0,7,5,2,0,28,24,17,7,0,4,0,0,0,12,0,12,12,0,0,0
"E00004153",206,136,96,87,2,6,1,0,0,0,0,0,0,4,36,30,24,6,8,1,1,4,4,6,0,0,1,5,6,0,6,12,4,1,0,1,0,7,0,5,1,0,1,0,21,7,1,6,0,0,0,0,7,1,2,2,1,1,6,5,1,1,25,17,16,1,0,8,0,0,0,12,0,12,10,2,0,0
"E00004154",255,188,110,106,0,3,1,0,0,0,0,0,0,2,76,43,35,10,11,7,0,1,6,8,0,2,1,5,33,0,33,13,3,0,0,0,0,9,2,0,6,0,1,1,33,17,0,17,9,1,4,4,4,0,3,0,0,1,3,0,3,0,18,15,11,4,0,3,0,0,0,3,0,3,1,2,0,0
"E00004155",250,168,104,97,0,6,1,0,0,0,0,0,0,0,64,43,38,10,4,8,0,1,15,5,0,0,2,3,21,2,19,4,1,1,0,1,0,2,0,0,2,0,0,0,46,5,1,4,10,7,0,3,27,0,25,0,1,1,4,0,4,0,29,27,23,4,1,1,0,0,0,3,0,3,2,1,0,0
"E00004156",223,160,113,107,1,4,1,0,0,0,0,0,0,4,43,37,29,3,12,5,0,2,7,8,0,5,0,3,6,3,3,6,1,0,0,0,0,5,1,0,3,0,1,0,35,13,6,7,16,3,9,4,2,0,0,0,1,1,4,2,2,0,13,11,10,1,0,2,0,0,0,9,0,9,7,2,0,0
"E00004157",226,159,113,109,0,3,1,0,0,0,1,0,0,0,45,27,25,6,8,2,0,3,6,2,0,0,0,2,18,0,18,7,3,1,0,1,0,3,0,0,1,2,0,0,30,8,3,5,16,1,8,7,3,0,3,0,0,0,3,0,3,0,22,16,15,1,0,5,1,0,1,8,0,8,3,5,0,0
"E00004158",284,199,165,161,0,3,1,0,0,1,0,0,0,8,25,22,17,8,2,0,1,1,5,5,0,1,0,4,3,1,2,28,2,7,3,4,0,19,1,6,5,6,1,0,41,9,8,1,4,2,0,2,17,12,1,1,0,3,11,5,6,0,10,6,5,1,0,2,2,2,0,6,0,6,4,2,0,0
"E00004159",394,275,215,210,0,5,0,0,0,0,0,0,0,5,55,25,20,4,1,3,4,4,4,5,0,2,0,3,30,2,28,54,1,17,1,2,14,36,1,28,2,0,5,0,52,13,3,10,4,0,1,3,31,24,0,5,0,2,4,4,0,0,12,1,1,0,1,8,2,0,2,1,0,1,1,0,0,0
"E00004160",214,152,123,118,0,1,4,0,0,0,0,0,0,7,22,13,7,0,0,4,1,2,0,6,0,3,0,3,9,0,9,27,3,10,1,4,5,14,0,8,2,2,2,0,23,7,4,3,5,1,0,4,5,0,2,1,0,2,6,1,5,0,6,5,5,0,0,1,0,0,0,6,0,6,5,1,0,0
"E00004161",201,156,117,109,0,5,3,0,0,0,0,0,0,8,31,28,23,4,2,4,2,5,6,5,0,1,0,4,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,29,3,1,2,17,5,7,5,5,1,3,1,0,0,4,1,3,0,6,3,2,1,0,2,1,0,1,9,0,9,5,4,0,0
"E00004162",248,157,106,96,0,7,3,0,0,0,0,0,0,6,45,40,18,6,3,4,1,0,4,22,0,18,0,4,5,0,5,10,1,2,0,1,1,7,0,0,5,1,1,0,45,3,3,0,21,8,6,7,14,0,4,5,0,5,7,6,1,0,25,19,15,4,1,5,0,0,0,11,0,11,7,4,0,0
"E00004163",393,261,207,201,4,0,2,0,0,0,0,0,0,6,48,32,26,5,5,8,0,5,3,6,0,1,1,4,16,0,16,33,2,6,3,3,0,24,0,11,8,1,4,1,68,21,4,17,18,0,4,14,23,7,15,1,0,0,5,2,3,1,23,17,13,4,1,4,1,0,1,8,0,6,5,1,2,0
"E00004164",383,262,203,190,2,10,1,0,0,0,0,0,0,16,43,19,10,0,1,4,0,4,1,9,0,5,0,4,24,0,24,52,2,13,3,4,6,36,0,21,0,0,15,1,47,7,1,6,8,4,3,1,24,16,5,3,0,0,8,6,2,0,20,6,5,1,0,11,3,2,1,2,0,2,2,0,0,0
"E00004165",345,242,177,164,1,8,4,0,0,0,0,0,0,12,53,21,13,4,2,1,3,2,1,8,0,1,0,7,32,1,31,45,4,7,3,0,4,34,3,23,0,1,7,0,43,7,6,1,8,2,2,4,17,7,8,0,0,2,11,8,3,0,13,4,4,0,0,7,2,0,2,2,0,2,1,1,0,0
"E00004166",416,298,234,223,3,8,0,0,0,0,0,0,0,10,54,26,17,6,4,2,0,4,1,9,0,6,0,3,28,0,28,53,8,13,4,4,5,31,0,20,2,0,9,1,48,10,5,5,4,0,0,4,31,22,4,0,0,5,3,3,0,0,14,3,3,0,0,7,4,2,2,3,0,2,1,1,1,0
"E00004167",284,221,193,189,1,2,1,0,0,2,0,0,0,1,25,20,16,6,4,3,0,0,3,4,0,3,0,1,5,0,5,8,1,4,1,3,0,3,0,0,2,1,0,0,31,10,4,6,4,0,1,3,10,3,6,1,0,0,7,3,4,0,19,10,8,2,0,9,0,0,0,5,0,5,1,4,0,0
"E00004168",194,148,114,108,3,0,3,0,0,0,0,0,0,3,31,24,18,3,5,1,0,1,8,6,0,0,0,6,7,0,7,7,0,0,0,0,0,7,1,0,5,1,0,0,17,3,1,2,4,1,0,3,4,0,4,0,0,0,6,0,6,0,14,9,6,3,2,3,0,0,0,8,0,8,5,3,0,0
"E00004169",317,242,172,159,1,5,7,0,0,0,0,0,0,8,62,54,37,5,3,12,10,2,5,17,2,6,0,9,8,0,8,8,0,3,0,0,3,5,1,0,1,0,3,0,40,4,0,4,19,9,5,5,9,0,6,3,0,0,2,0,2,6,21,18,18,0,0,2,1,0,1,6,0,6,5,1,0,0
"E00004172",229,162,114,98,1,10,5,0,0,0,0,0,0,12,36,30,25,8,4,3,1,2,7,5,0,3,0,2,6,2,4,11,4,2,0,2,0,5,0,0,2,0,3,0,26,1,0,1,7,1,2,4,11,1,9,1,0,0,7,4,3,0,23,10,9,1,1,8,4,0,4,7,0,7,6,1,0,0
"E00004173",609,374,276,246,8,13,8,0,1,0,0,0,0,11,87,71,45,4,7,11,1,4,18,26,3,7,3,13,16,3,13,21,3,5,1,2,2,11,0,0,2,2,7,2,179,12,5,7,92,40,16,36,38,5,13,19,1,0,36,1,35,1,27,17,12,5,1,9,0,0,0,8,0,8,5,3,0,0
"E00004174",274,149,109,105,2,2,0,0,0,0,0,0,0,2,38,38,31,8,3,3,0,11,6,7,0,1,0,6,0,0,0,21,6,9,1,2,6,6,0,0,0,1,5,0,82,13,6,7,17,11,3,3,35,8,11,7,3,6,17,8,9,0,19,12,12,0,3,4,0,0,0,3,0,3,2,1,0,0
"E00004175",289,206,156,141,1,8,6,0,0,0,0,0,0,14,36,33,26,4,5,6,0,6,5,7,0,3,2,2,3,1,2,12,0,1,0,0,1,11,0,4,0,0,7,0,56,7,1,6,14,5,1,8,26,20,3,3,0,0,9,3,6,0,14,9,7,2,0,2,3,3,0,1,0,1,1,0,0,0
"E00004177",296,187,146,132,2,6,6,0,0,0,0,0,0,1,40,38,31,4,5,3,0,5,14,7,0,2,0,5,2,0,2,6,1,2,0,0,2,3,0,0,0,0,3,0,79,6,4,2,35,9,9,17,8,0,5,2,0,1,26,0,26,4,21,15,10,5,3,3,0,0,0,3,0,3,3,0,0,0
"E00004179",327,232,192,173,2,8,9,0,0,0,0,0,0,15,25,23,16,2,3,4,0,4,3,7,0,2,3,2,2,2,0,14,2,3,2,1,0,9,0,1,3,0,5,0,59,5,3,2,16,8,6,2,26,22,2,0,2,0,12,9,3,0,18,7,3,4,0,6,5,1,4,4,0,4,3,1,0,0
"E00004180",283,200,107,104,1,2,0,0,0,0,1,0,0,10,82,74,41,16,2,10,1,1,11,33,0,27,0,6,8,1,7,13,1,0,0,0,0,12,0,2,2,6,2,0,32,1,0,1,17,1,6,10,10,10,0,0,0,0,4,2,2,0,33,27,26,1,1,4,1,0,1,5,0,5,5,0,0,0
"E00004181",355,274,227,216,2,3,6,0,0,0,0,0,0,11,36,23,21,1,2,11,6,1,0,2,0,0,0,2,13,2,11,19,4,4,3,1,0,11,1,3,2,0,5,0,49,5,0,5,6,3,2,1,19,13,4,0,0,2,19,12,7,0,8,4,3,1,0,3,1,0,1,5,0,5,2,3,0,0
"E00004182",180,121,96,95,0,1,0,0,0,0,0,0,0,4,21,18,10,1,3,0,1,3,2,8,0,2,1,5,3,0,3,16,0,1,1,0,0,15,2,3,1,0,9,0,35,5,3,2,10,7,2,1,9,5,0,2,1,1,11,0,11,0,5,3,3,0,0,1,1,1,0,3,0,3,2,1,0,0
"E00004183",197,155,136,132,1,2,1,0,0,0,0,0,0,8,11,9,7,0,1,2,1,2,1,2,0,1,0,1,2,0,2,12,1,4,3,0,1,7,0,0,0,0,7,0,22,4,2,2,0,0,0,0,15,14,0,0,1,0,3,1,2,0,5,0,0,0,0,3,2,1,1,3,0,3,1,2,0,0
"E00004184",210,150,116,111,1,4,0,0,0,0,0,0,0,12,22,14,10,0,2,1,3,2,2,4,0,1,1,2,8,0,8,13,2,2,1,1,0,7,0,1,2,0,4,2,34,2,1,1,4,3,1,0,8,6,2,0,0,0,20,3,17,0,12,3,3,0,0,7,2,1,1,1,0,1,0,1,0,0
"E00004185",413,269,151,149,0,1,1,0,0,0,0,0,0,7,111,103,51,24,6,5,0,4,12,52,0,45,3,4,8,0,8,11,7,1,0,1,0,3,0,0,0,0,3,0,83,7,2,5,10,5,5,0,57,41,9,5,1,1,9,0,9,0,45,34,31,3,8,3,0,0,0,5,0,5,4,1,0,0
"E00004187",488,341,225,208,6,4,7,0,0,0,0,0,0,9,107,88,53,21,6,8,1,2,15,35,4,21,6,4,19,1,18,37,4,1,0,1,0,32,4,1,5,1,21,0,66,12,5,7,17,4,5,8,24,12,9,3,0,0,11,0,11,2,28,19,16,3,0,8,1,1,0,16,0,16,13,3,0,0
"E00004188",182,114,73,69,0,2,2,0,0,0,0,0,0,1,40,35,30,5,4,3,4,4,10,5,0,1,0,4,5,0,5,2,1,0,0,0,0,1,0,0,0,0,1,0,40,9,1,8,13,8,2,3,9,1,4,4,0,0,8,0,8,1,18,7,4,3,1,8,2,0,2,8,0,8,4,4,0,0
"E00004189",317,168,92,88,1,1,2,0,0,0,0,0,0,2,74,70,67,22,6,2,1,15,21,3,0,3,0,0,4,0,4,10,1,1,1,0,0,8,1,0,0,0,7,0,111,15,0,15,18,13,3,2,60,5,49,5,1,0,17,0,17,1,17,13,12,1,1,3,0,0,0,11,0,11,10,1,0,0
"E00004190",471,350,274,258,2,9,5,0,0,0,0,0,0,14,62,48,43,6,5,13,1,3,15,5,0,1,2,2,14,1,13,18,9,2,0,0,2,7,2,0,2,0,3,0,59,10,3,7,15,6,3,6,11,0,3,1,4,3,22,5,17,1,22,13,11,2,0,8,1,1,0,22,0,22,18,4,0,0
"E00004193",657,426,311,290,4,5,12,0,0,0,0,0,0,11,104,88,73,16,10,9,12,8,18,15,2,5,1,7,16,4,12,25,4,6,2,4,0,15,1,1,9,0,4,0,156,9,3,6,44,15,13,16,15,1,11,2,1,0,85,34,51,3,40,29,22,7,1,8,2,0,2,10,0,10,9,1,0,0
"E00004194",252,174,112,105,1,5,1,0,0,0,0,0,0,5,57,52,42,15,4,14,0,2,7,10,0,6,0,4,5,0,5,16,4,5,0,0,5,7,0,0,3,1,3,0,33,11,0,11,7,3,0,4,6,0,3,2,0,1,9,2,7,0,26,17,14,3,3,1,5,0,5,3,0,3,3,0,0,0
"E00004195",311,204,148,138,3,5,2,0,0,0,0,0,0,5,51,48,37,10,13,5,1,5,3,11,0,7,0,4,3,0,3,10,0,0,0,0,0,10,1,1,2,0,6,0,71,16,3,13,37,14,9,14,10,6,3,0,0,1,8,0,8,0,20,14,13,1,0,6,0,0,0,6,0,6,4,2,0,0
"E00004196",211,166,128,117,1,4,6,0,0,0,0,0,0,2,36,31,23,12,6,0,0,1,4,8,1,3,0,4,5,0,5,9,3,0,0,0,0,6,1,1,3,0,1,0,21,7,1,6,4,0,1,3,3,0,2,1,0,0,7,1,6,0,7,7,6,1,0,0,0,0,0,8,0,8,8,0,0,0
"E00004197",257,178,133,123,3,6,1,0,0,0,0,0,0,5,40,34,26,3,5,6,1,3,8,8,1,6,0,1,6,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,42,0,0,0,27,9,12,6,4,2,2,0,0,0,10,4,6,1,23,21,11,10,0,1,1,0,1,13,0,13,12,1,0,0
"E00004198",350,212,124,113,1,5,5,0,0,0,0,0,0,2,86,75,57,11,11,16,0,7,12,18,2,2,1,13,11,3,8,15,1,0,0,0,0,14,3,2,2,0,7,0,84,3,0,3,26,13,10,3,16,3,6,4,0,3,39,3,36,0,28,15,13,2,0,13,0,0,0,11,0,11,8,3,0,0
"E00004199",286,206,128,121,1,4,2,0,0,0,0,0,0,8,70,64,46,18,3,10,0,5,10,18,1,6,0,11,6,0,6,7,1,2,0,1,1,4,0,0,4,0,0,0,42,5,0,5,18,5,2,11,2,0,2,0,0,0,17,0,17,0,15,7,6,1,1,6,1,0,1,16,0,16,14,2,0,0
"E00004200",248,168,100,93,0,4,3,0,0,0,0,0,0,6,62,55,46,11,5,11,1,9,9,9,0,2,1,6,7,1,6,13,3,0,0,0,0,10,0,7,0,0,3,0,39,1,0,1,6,0,0,6,15,11,4,0,0,0,17,12,5,0,17,11,8,3,0,4,2,0,2,11,0,11,8,3,0,0
"E00004201",272,234,183,172,4,5,2,0,0,0,0,0,0,5,46,36,31,6,12,0,3,1,9,5,0,1,0,4,10,0,10,11,3,0,0,0,0,8,0,0,5,1,2,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,20,17,16,1,0,3,0,0,0,4,0,4,0,4,0,0
"E00004202",171,141,103,86,5,10,2,0,0,0,0,0,0,15,23,19,17,0,2,15,0,0,0,2,0,1,0,1,4,1,3,7,0,2,0,1,1,5,0,0,4,0,1,0,18,1,0,1,1,1,0,0,1,0,1,0,0,0,15,12,3,0,4,1,0,1,0,0,3,0,3,1,0,1,1,0,0,0
"E00004203",319,250,183,175,4,3,1,0,0,0,0,0,0,9,58,47,42,9,11,9,0,4,9,5,0,3,0,2,11,0,11,6,1,0,0,0,0,5,0,1,3,1,0,0,28,7,4,3,9,2,0,7,7,2,4,1,0,0,5,3,2,0,28,23,21,2,0,2,3,3,0,7,0,7,5,2,0,0
"E00004204",277,194,160,149,2,7,2,0,0,0,0,0,0,5,29,21,21,1,6,4,1,4,5,0,0,0,0,0,8,3,5,11,0,1,0,1,0,10,3,0,4,0,3,0,18,6,2,4,3,3,0,0,7,0,7,0,0,0,2,1,1,0,42,33,27,6,3,5,1,0,1,12,0,12,6,6,0,0
