"GeographyCode","QS608EW0001","QS608EW0002","QS608EW0003","QS608EW0004","QS608EW0005","QS608EW0006","QS608EW0007","QS608EW0008","QS608EW0009","QS608EW0010","QS608EW0011","QS608EW0012","QS608EW0013","QS608EW0014","QS608EW0015","QS608EW0016","QS608EW0017","QS608EW0018","QS608EW0019","QS608EW0020","QS608EW0021","QS608EW0022","QS608EW0023","QS608EW0024","QS608EW0025","QS608EW0026","QS608EW0027","QS608EW0028","QS608EW0029","QS608EW0030","QS608EW0031","QS608EW0032","QS608EW0033","QS608EW0034","QS608EW0035","QS608EW0036","QS608EW0037","QS608EW0038","QS608EW0039","QS608EW0040","QS608EW0041","QS608EW0042","QS608EW0043","QS608EW0044","QS608EW0045","QS608EW0046","QS608EW0047","QS608EW0048","QS608EW0049","QS608EW0050","QS608EW0051","QS608EW0052","QS608EW0053","QS608EW0054","QS608EW0055"
"E00004156",190,90,14,0,14,76,30,22,24,0,50,31,12,6,10,3,19,0,7,4,2,1,0,20,5,5,0,15,15,0,4,3,1,1,0,3,0,3,0,0,0,0,0,5,1,0,0,4,0,2,0,2,9,9,0
"E00004157",207,70,18,0,18,52,15,28,9,0,82,67,34,9,14,10,12,3,19,10,6,3,0,23,6,6,0,17,17,0,3,3,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,6,6,0
"E00004158",260,30,8,0,8,22,13,8,1,0,54,35,21,1,13,0,7,12,32,21,6,5,0,28,1,1,0,27,27,0,9,1,8,8,0,26,13,8,4,1,0,0,0,27,11,0,5,11,0,28,25,3,26,26,0
"E00004159",351,14,2,0,2,12,5,6,1,0,46,26,20,2,4,0,5,15,38,27,11,0,0,45,11,11,0,34,34,0,11,11,0,0,0,42,12,22,2,0,0,6,0,37,12,0,12,13,0,91,73,18,27,27,0
"E00004160",153,16,0,0,0,16,16,0,0,0,40,35,23,2,10,0,5,0,19,7,10,2,0,12,2,2,0,10,10,0,4,3,1,0,1,26,9,9,3,4,0,1,0,7,7,0,0,0,0,27,18,9,2,2,0
"E00004161",172,60,9,0,9,51,33,3,11,4,52,36,15,6,14,1,11,5,16,15,1,0,0,22,7,7,0,15,15,0,0,0,0,0,0,8,7,1,0,0,0,0,0,7,7,0,0,0,0,1,0,1,6,6,0
"E00004162",233,98,24,2,22,74,36,15,22,1,56,44,20,23,1,0,10,2,10,9,1,0,0,22,5,5,0,17,17,0,7,6,1,1,0,14,6,7,0,0,0,1,0,6,2,0,4,0,0,8,5,3,12,12,0
"E00004163",362,132,34,0,34,98,45,23,27,3,76,60,37,6,15,2,9,7,20,12,8,0,0,47,18,18,0,29,29,0,16,12,4,4,0,18,11,7,0,0,0,0,0,5,2,0,0,3,0,36,32,4,12,12,0
"E00004164",336,13,4,0,4,9,6,0,3,0,67,47,28,2,12,5,8,12,46,19,12,9,6,33,8,8,0,25,25,0,16,16,0,0,0,43,8,25,3,3,0,1,3,49,11,2,3,33,0,48,38,10,21,15,6
"E00004165",298,23,5,0,5,18,9,8,1,0,47,41,31,4,6,0,4,2,16,13,1,2,0,39,9,9,0,30,29,1,20,9,11,11,0,33,6,23,0,3,0,1,0,46,14,0,16,16,0,60,44,16,14,14,0
"E00004166",375,22,4,0,4,18,7,9,2,0,39,30,18,0,12,0,4,5,47,10,28,9,0,60,20,20,0,40,39,1,20,15,5,5,0,70,15,44,2,0,0,9,0,34,20,0,8,6,0,74,65,9,9,9,0
"E00004167",240,99,18,0,18,81,36,10,32,3,78,39,23,4,11,1,39,0,14,14,0,0,0,37,18,18,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0
"E00004168",159,70,10,0,10,60,44,15,1,0,53,26,19,1,3,3,23,4,7,3,2,0,2,9,7,7,0,2,2,0,10,8,2,2,0,4,1,2,0,0,0,1,0,3,3,0,0,0,0,1,1,0,2,2,0
"E00004169",250,74,10,0,10,64,45,8,5,6,77,63,41,5,17,0,14,0,28,18,3,7,0,13,3,3,0,10,10,0,2,2,0,0,0,11,1,10,0,0,0,0,0,3,2,0,0,1,0,4,0,4,38,38,0
"E00004172",210,39,10,0,10,29,14,5,7,3,56,33,11,4,17,1,17,6,30,16,11,0,3,33,16,16,0,17,17,0,13,12,1,1,0,6,1,2,0,0,0,3,0,4,2,0,1,1,0,13,5,8,16,16,0
"E00004173",133,46,8,0,8,38,29,5,4,0,20,15,8,1,5,1,3,2,6,3,3,0,0,6,1,1,0,5,5,0,3,2,1,1,0,11,4,5,0,0,0,2,0,5,2,0,1,2,0,2,1,1,34,33,1
"E00004174",245,9,0,0,0,9,4,2,0,3,27,22,14,1,7,0,1,4,10,5,5,0,0,21,9,9,0,12,12,0,16,13,3,3,0,22,8,11,1,0,0,2,0,21,13,0,6,2,0,12,8,4,107,107,0
"E00004175",246,30,5,0,5,25,11,7,7,0,42,22,16,0,6,0,15,5,35,32,1,2,0,20,14,14,0,6,6,0,21,17,4,4,0,22,11,6,0,0,0,3,2,22,2,5,7,8,0,27,17,10,27,27,0
"E00004177",88,38,2,0,2,36,27,3,6,0,21,14,11,0,2,1,4,3,2,1,0,1,0,3,0,0,0,3,3,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,0,18,18,0
"E00004179",231,37,2,0,2,35,28,5,1,1,55,35,27,0,8,0,16,4,29,12,12,5,0,35,6,6,0,29,29,0,15,15,0,0,0,19,3,11,0,0,0,5,0,13,7,0,5,1,0,16,12,4,12,12,0
"E00004180",260,47,3,0,3,44,21,0,23,0,53,35,23,0,10,2,9,9,43,41,1,1,0,6,3,3,0,3,3,0,4,4,0,0,0,26,20,6,0,0,0,0,0,9,0,0,4,5,0,15,6,9,57,57,0
"E00004181",224,22,9,0,9,13,6,4,1,2,61,42,27,3,12,0,16,3,35,21,10,4,0,21,11,11,0,10,10,0,9,6,3,3,0,25,9,7,0,0,0,2,7,20,5,0,10,5,0,17,9,8,14,14,0
"E00004182",146,39,2,0,2,37,25,9,3,0,49,36,30,1,5,0,8,5,9,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,12,6,6,0,0,0,0,0,6,0,0,4,2,0,7,7,0,23,23,0
"E00004183",173,13,0,0,0,13,13,0,0,0,39,28,24,0,4,0,6,5,14,4,2,8,0,11,1,1,0,10,10,0,18,13,5,5,0,40,14,16,1,0,0,9,0,17,6,0,9,2,0,13,13,0,8,8,0
"E00004184",176,20,1,0,1,19,10,2,7,0,33,18,12,4,2,0,12,3,11,10,0,1,0,35,9,9,0,26,26,0,13,11,2,2,0,18,0,16,0,0,0,2,0,11,1,0,4,6,0,16,8,8,19,19,0
"E00004185",391,49,4,0,4,45,14,3,28,0,50,27,8,4,14,1,16,7,49,29,19,1,0,23,20,20,0,3,3,0,11,9,2,2,0,65,48,7,0,0,0,7,3,33,7,0,16,10,0,18,12,6,93,93,0
"E00004187",453,105,21,0,21,84,48,15,17,4,107,86,47,14,24,1,21,0,12,7,5,0,0,35,19,19,0,16,16,0,15,10,5,3,2,54,3,47,0,0,0,4,0,6,5,0,0,1,0,10,7,3,109,109,0
"E00004188",163,37,5,0,5,32,31,0,0,1,32,27,12,3,11,1,3,2,4,3,1,0,0,5,2,2,0,3,3,0,0,0,0,0,0,6,2,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,77,77,0
"E00004189",264,37,6,0,6,31,21,4,4,2,33,19,12,5,2,0,8,6,6,6,0,0,0,14,8,8,0,6,6,0,1,1,0,0,0,6,0,6,0,0,0,0,0,5,4,0,0,1,0,5,5,0,157,157,0
"E00004190",375,88,3,0,3,85,60,13,7,5,115,88,56,3,25,4,19,8,57,37,5,12,3,28,4,4,0,24,24,0,9,6,3,3,0,11,0,5,0,0,0,5,1,4,2,0,0,2,0,5,2,3,58,58,0
"E00004193",218,81,4,0,4,77,55,12,8,2,59,56,41,2,13,0,2,1,10,8,0,0,2,6,1,1,0,5,5,0,3,3,0,0,0,6,0,6,0,0,0,0,0,4,0,1,0,3,0,1,1,0,48,48,0
"E00004194",229,77,17,0,17,60,30,7,22,1,59,39,29,2,4,4,17,3,22,8,2,12,0,31,12,12,0,19,19,0,6,3,3,3,0,7,4,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,26,26,0
"E00004195",288,88,14,5,9,74,68,3,3,0,80,65,47,7,10,1,12,3,4,4,0,0,0,25,10,10,0,15,15,0,7,7,0,0,0,10,6,4,0,0,0,0,0,11,8,0,0,3,0,5,5,0,58,58,0
"E00004196",161,62,4,0,4,58,35,12,11,0,32,25,16,6,0,3,6,1,4,2,2,0,0,10,2,2,0,8,8,0,6,6,0,0,0,27,21,0,0,0,0,6,0,0,0,0,0,0,0,6,5,1,14,14,0
"E00004197",199,67,8,0,8,59,48,7,4,0,55,45,30,0,13,2,8,2,16,10,0,6,0,18,7,7,0,11,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,39,39,0
"E00004198",329,66,3,0,3,63,39,14,6,4,78,60,31,10,17,2,17,1,21,13,1,5,2,28,16,16,0,12,12,0,17,14,3,3,0,13,6,7,0,0,0,0,0,2,0,0,0,2,0,5,3,2,99,99,0
"E00004199",264,79,10,0,10,69,43,14,10,2,69,36,17,2,17,0,29,4,28,23,1,4,0,17,11,11,0,6,6,0,17,4,13,13,0,5,1,3,0,0,0,1,0,5,5,0,0,0,0,7,0,7,37,37,0
"E00004200",227,50,13,0,13,37,25,4,7,1,76,52,28,7,15,2,12,12,20,9,7,4,0,20,6,6,0,14,14,0,4,4,0,0,0,27,2,3,7,4,0,11,0,6,5,0,0,1,0,3,3,0,21,21,0
"E00004201",224,94,19,0,19,75,35,16,21,3,76,55,26,1,28,0,21,0,14,8,5,1,0,30,12,12,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,0
"E00004202",68,8,2,0,2,6,0,1,4,1,24,15,13,0,2,0,8,1,7,6,0,1,0,5,0,0,0,5,5,0,3,1,2,2,0,5,0,2,0,3,0,0,0,5,1,1,0,3,0,11,4,7,0,0,0
"E00004203",287,66,11,0,11,55,28,15,3,9,120,83,46,6,30,1,32,5,26,16,8,2,0,18,5,5,0,13,13,0,13,8,5,5,0,9,3,0,0,0,0,6,0,6,5,0,1,0,0,10,6,4,19,19,0
"E00004204",220,85,11,3,8,74,33,24,17,0,91,56,19,8,25,4,26,9,7,2,5,0,0,21,8,8,0,13,13,0,0,0,0,0,0,3,0,1,0,0,0,2,0,3,0,0,0,3,0,4,4,0,6,6,0
"E00004205",321,112,22,0,22,90,39,34,17,0,99,65,27,6,31,1,27,7,21,19,0,0,2,42,13,13,0,29,29,0,1,1,0,0,0,15,5,10,0,0,0,0,0,4,0,0,1,3,0,5,1,4,22,22,0
"E00004206",266,41,8,0,8,33,21,9,3,0,41,26,14,3,8,1,15,0,28,20,6,0,2,21,0,0,0,21,21,0,18,7,11,11,0,57,5,32,0,9,0,10,1,21,4,3,0,14,0,31,19,12,8,8,0
"E00004207",336,25,0,0,0,25,21,3,1,0,67,49,27,7,11,4,4,14,24,11,10,3,0,46,3,3,0,43,43,0,25,12,13,13,0,32,8,23,1,0,0,0,0,24,18,0,3,3,0,65,58,7,28,28,0
"E00004208",268,32,0,0,0,32,16,10,6,0,34,24,16,0,8,0,4,6,21,11,9,1,0,20,14,14,0,6,6,0,14,11,3,2,1,30,6,16,0,0,0,4,4,39,16,1,12,10,0,50,40,10,28,28,0
"E00004209",252,41,5,5,0,36,28,5,1,2,73,58,31,6,19,2,12,3,35,26,7,2,0,19,0,0,0,19,19,0,20,5,15,15,0,8,0,8,0,0,0,0,0,23,9,3,1,10,0,26,22,4,7,7,0
"E00004210",293,12,1,0,1,11,9,2,0,0,35,25,15,0,7,3,10,0,30,17,6,7,0,67,15,15,0,52,52,0,13,13,0,0,0,50,16,27,1,0,0,6,0,20,6,1,7,6,0,50,42,8,16,16,0
"E00004211",289,36,2,0,2,34,24,5,4,1,81,54,36,4,9,5,16,11,21,8,5,5,3,54,7,7,0,47,47,0,12,7,5,4,1,43,7,31,0,5,0,0,0,3,1,0,2,0,0,14,7,7,25,25,0
"E00004212",310,57,8,0,8,49,20,9,17,3,102,80,46,10,23,1,20,2,22,20,2,0,0,63,23,23,0,40,40,0,22,19,3,3,0,20,9,8,0,0,0,0,3,7,0,1,1,5,0,11,10,1,6,6,0
"E00004213",432,52,9,0,9,43,26,9,4,4,67,51,26,9,16,0,10,6,42,12,23,1,6,42,4,4,0,38,38,0,42,25,17,10,7,43,12,16,0,0,6,2,7,28,11,5,5,7,0,98,88,10,18,18,0
"E00004214",503,85,19,0,19,66,46,9,7,4,137,104,69,5,28,2,30,3,24,19,3,0,2,43,11,11,0,32,32,0,45,22,23,22,1,40,11,13,0,7,0,3,6,40,8,4,17,11,0,61,52,9,28,28,0
"E00004215",243,89,7,0,7,82,45,21,16,0,81,63,18,10,35,0,18,0,14,10,4,0,0,34,13,13,0,21,21,0,8,8,0,0,0,9,5,0,0,0,0,4,0,6,1,0,0,5,0,1,1,0,1,1,0
"E00004216",255,80,39,0,39,41,19,9,13,0,128,69,20,11,34,4,53,6,3,2,1,0,0,36,8,8,0,28,28,0,2,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,1,1,0
"E00004217",226,61,16,5,11,45,28,11,3,3,98,67,38,11,18,0,29,2,10,7,0,0,3,29,23,23,0,6,6,0,3,2,1,1,0,7,2,5,0,0,0,0,0,6,3,1,2,0,0,9,1,8,3,3,0
"E00004218",257,46,1,0,1,45,28,8,9,0,56,34,15,1,17,1,16,6,13,9,0,4,0,56,28,28,0,28,28,0,13,13,0,0,0,19,5,14,0,0,0,0,0,26,13,2,6,5,0,24,16,8,4,4,0
"E00004219",338,75,1,0,1,74,39,24,10,1,98,68,46,4,18,0,26,4,33,26,4,3,0,38,12,12,0,26,26,0,19,7,12,10,2,29,5,22,2,0,0,0,0,7,0,0,4,3,0,10,7,3,29,29,0
"E00004220",130,24,0,0,0,24,12,5,0,7,23,18,11,0,3,4,1,4,9,9,0,0,0,18,6,6,0,12,12,0,2,1,1,1,0,27,7,6,4,0,0,5,5,13,0,5,4,4,0,14,14,0,0,0,0
"E00004221",206,71,10,0,10,61,39,9,13,0,92,57,29,3,23,2,31,4,13,12,1,0,0,22,14,14,0,8,8,0,1,1,0,0,0,2,2,0,0,0,0,0,0,3,2,0,0,1,0,1,1,0,1,1,0
"E00004222",189,57,12,0,12,45,23,1,13,8,84,54,23,14,15,2,29,1,8,3,5,0,0,24,13,13,0,11,11,0,5,4,1,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,6,5,1,1,1,0
"E00004223",308,21,3,0,3,18,10,7,1,0,71,53,43,3,7,0,13,5,32,20,7,5,0,43,17,17,0,26,26,0,10,0,10,10,0,58,12,27,0,3,0,16,0,20,4,0,4,12,0,53,30,23,0,0,0
"E00004224",254,79,22,1,21,57,29,20,6,2,100,61,34,3,20,4,35,4,7,7,0,0,0,52,20,20,0,32,32,0,2,2,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,0,5,5,0,5,5,0
"E00004225",377,83,6,0,6,77,53,15,7,2,106,64,33,15,16,0,32,10,24,15,2,7,0,39,12,12,0,27,27,0,12,11,1,1,0,30,11,5,7,3,0,4,0,16,9,1,4,2,0,10,6,4,57,57,0
"E00004226",210,97,39,7,32,58,24,15,15,4,62,38,8,12,17,1,24,0,12,8,3,1,0,25,16,16,0,9,9,0,0,0,0,0,0,8,1,2,0,0,0,5,0,2,0,0,2,0,0,2,2,0,2,2,0
"E00004227",230,64,11,0,11,53,21,8,21,3,64,48,17,13,18,0,14,2,13,11,0,2,0,24,3,3,0,21,21,0,13,5,8,8,0,13,3,9,0,0,0,1,0,9,2,0,3,4,0,6,2,4,24,24,0
"E00004228",177,74,7,0,7,67,33,4,28,2,54,43,12,6,25,0,10,1,6,3,0,1,2,16,12,12,0,4,4,0,5,4,1,1,0,12,9,0,0,0,0,3,0,8,0,0,1,7,0,1,1,0,1,1,0
"E00004229",292,98,20,7,13,78,33,20,18,7,94,60,24,15,18,3,33,1,19,13,3,1,2,32,15,15,0,17,17,0,3,1,2,2,0,17,15,0,0,2,0,0,0,6,6,0,0,0,0,16,10,6,7,7,0
"E00004230",259,43,4,0,4,39,30,3,3,3,62,48,27,6,15,0,9,5,29,11,14,4,0,26,4,4,0,22,22,0,14,12,2,2,0,22,6,12,4,0,0,0,0,12,0,0,10,2,0,26,16,10,25,25,0
"E00004231",295,105,35,3,32,70,30,18,18,4,120,65,28,12,25,0,42,13,17,8,9,0,0,36,20,20,0,16,16,0,3,3,0,0,0,3,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,10,10,0
"E00004232",132,40,5,0,5,35,15,4,16,0,39,30,16,4,9,1,8,1,5,4,1,0,0,10,3,3,0,7,7,0,13,3,10,10,0,1,0,0,0,0,0,1,0,3,1,0,0,2,0,2,1,1,19,19,0
"E00004233",187,49,7,0,7,42,24,4,11,3,58,33,17,4,9,3,21,4,8,3,5,0,0,32,11,11,0,21,21,0,4,3,1,1,0,12,0,4,0,4,0,4,0,13,5,0,2,6,0,7,3,4,4,4,0
"E00004234",208,90,42,0,42,48,12,24,11,1,75,60,22,9,27,2,15,0,7,4,0,3,0,24,14,14,0,10,10,0,0,0,0,0,0,4,1,3,0,0,0,0,0,5,3,0,0,2,0,0,0,0,3,3,0
"E00004235",300,53,6,1,5,47,16,25,5,1,93,68,43,1,23,1,23,2,24,12,5,7,0,28,7,7,0,21,21,0,12,9,3,3,0,18,10,6,0,0,0,2,0,19,5,0,2,12,0,35,33,2,18,18,0
"E00004236",306,23,0,0,0,23,15,7,1,0,94,73,35,11,25,2,12,9,30,13,12,5,0,45,8,8,0,37,37,0,10,10,0,0,0,20,9,4,0,0,0,7,0,13,6,0,2,5,0,28,27,1,43,43,0
"E00004237",247,31,7,0,7,24,14,8,0,2,69,50,31,5,13,1,17,2,20,7,11,2,0,26,5,5,0,21,21,0,16,6,10,10,0,14,8,3,0,0,0,3,0,26,10,2,12,2,0,24,16,8,21,21,0
"E00004238",245,77,32,0,32,45,20,15,10,0,93,67,18,12,37,0,21,5,21,11,10,0,0,18,10,10,0,8,8,0,6,5,1,1,0,15,8,3,0,0,0,4,0,5,5,0,0,0,0,6,6,0,4,4,0
