"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E00004159",160,11,9,2,0,136,133,3,12,12,0,0,0,1
"E00004160",103,10,4,6,0,86,68,18,5,5,0,0,0,2
"E00004161",96,50,29,21,0,2,1,1,40,38,0,2,0,4
"E00004162",128,29,13,16,0,3,2,1,92,91,0,0,1,4
"E00004163",163,69,43,26,1,24,5,19,68,66,0,2,0,1
"E00004164",160,16,12,4,1,132,129,3,8,8,0,0,0,3
"E00004165",146,16,7,9,0,116,115,1,14,13,0,1,0,0
"E00004166",157,10,9,1,1,129,129,0,16,15,0,0,1,1
"E00004167",99,75,46,29,2,2,1,1,20,17,0,3,0,0
"E00004168",109,72,52,20,0,3,1,2,33,32,0,0,1,1
"E00004169",149,41,29,12,1,33,0,33,72,55,3,5,9,2
"E00004172",148,46,31,15,1,58,52,6,41,32,3,5,1,2
"E00004173",127,46,40,6,0,31,11,20,47,41,0,2,4,3
"E00004174",131,18,7,11,0,71,68,3,39,36,2,1,0,3
"E00004175",128,20,12,8,0,76,74,2,31,29,0,2,0,1
"E00004177",74,20,13,7,0,3,1,2,46,43,0,2,1,5
"E00004179",190,32,20,12,0,143,143,0,9,8,0,1,0,6
"E00004180",128,18,7,11,1,42,37,5,63,61,1,1,0,4
"E00004181",212,39,25,14,1,150,146,4,20,13,0,4,3,2
"E00004182",76,31,17,14,1,25,2,23,19,18,1,0,0,0
"E00004183",106,4,1,3,1,94,5,89,7,6,0,0,1,0
"E00004184",112,17,8,9,1,65,43,22,26,22,0,4,0,3
"E00004185",171,16,7,9,0,80,27,53,68,60,0,4,4,7
"E00004187",226,74,39,35,0,31,16,15,115,112,0,2,1,6
"E00004188",109,44,27,17,0,2,1,1,60,57,0,1,2,3
"E00004189",118,27,19,8,0,5,2,3,78,74,1,3,0,8
"E00004190",384,273,161,112,2,3,1,2,81,67,0,14,0,25
"E00004193",119,23,17,6,1,38,11,27,52,42,2,1,7,5
"E00004194",144,52,34,18,0,13,13,0,76,74,1,1,0,3
"E00004195",133,22,13,9,1,13,3,10,94,88,1,2,3,3
"E00004196",101,52,35,17,1,3,1,2,40,37,0,3,0,5
"E00004197",116,49,30,19,0,12,3,9,53,47,0,6,0,2
"E00004198",182,36,20,16,2,31,20,11,107,98,2,5,2,6
"E00004199",163,28,17,11,1,7,0,7,124,115,8,1,0,3
"E00004200",136,24,7,17,1,32,10,22,78,70,4,2,2,1
"E00004201",144,86,61,25,0,6,4,2,50,46,1,3,0,2
"E00004202",160,2,1,1,0,148,12,136,8,6,0,0,2,2
"E00004203",164,43,26,17,0,17,15,2,99,92,3,3,1,5
"E00004204",149,92,56,36,0,5,5,0,51,48,2,1,0,1
"E00004205",145,77,41,36,0,12,9,3,53,48,0,4,1,3
"E00004206",127,29,15,14,0,86,75,11,12,10,0,2,0,0
"E00004207",128,12,5,7,0,76,71,5,40,40,0,0,0,0
"E00004208",125,15,10,5,1,83,81,2,25,24,0,1,0,1
"E00004209",113,22,8,14,0,49,45,4,41,36,0,3,2,1
"E00004210",126,17,7,10,0,96,94,2,13,12,0,1,0,0
"E00004211",124,32,11,21,0,25,19,6,67,66,0,1,0,0
"E00004212",134,61,37,24,1,30,9,21,41,36,0,4,1,1
"E00004213",167,17,7,10,1,111,12,99,33,30,0,2,1,5
"E00004214",243,55,19,36,6,115,8,107,63,61,0,2,0,4
"E00004215",129,73,42,31,0,7,6,1,49,46,0,3,0,0
"E00004216",146,89,51,38,1,4,3,1,49,49,0,0,0,3
"E00004217",141,55,28,27,1,20,17,3,64,59,0,4,1,1
"E00004218",131,39,20,19,0,64,62,2,27,24,0,3,0,1
"E00004219",190,79,36,43,0,23,19,4,87,86,0,0,1,1
"E00004220",87,18,9,9,1,59,59,0,8,8,0,0,0,1
"E00004221",111,50,32,18,1,8,1,7,51,49,0,2,0,1
"E00004222",109,38,21,17,0,24,7,17,46,44,0,1,1,1
"E00004223",116,10,3,7,1,84,30,54,20,17,0,2,1,1
"E00004224",147,57,34,23,2,0,0,0,84,77,4,1,2,4
"E00004225",195,9,4,5,4,45,12,33,130,125,1,2,2,7
"E00004226",119,81,56,25,0,4,2,2,30,29,0,1,0,4
"E00004227",145,54,30,24,1,44,28,16,43,36,1,6,0,3
"E00004228",107,59,38,21,1,14,10,4,33,33,0,0,0,0
"E00004229",174,88,46,42,0,21,1,20,60,55,1,2,2,5
"E00004230",130,39,9,30,1,57,51,6,33,29,0,4,0,0
"E00004231",142,89,52,37,1,5,2,3,46,45,0,1,0,1
"E00004232",132,27,21,6,0,81,1,80,20,19,0,1,0,4
"E00004233",124,43,28,15,1,44,4,40,32,30,0,2,0,4
"E00004234",124,59,35,24,0,4,4,0,59,57,1,1,0,2
"E00004235",163,24,12,12,7,58,1,57,71,69,2,0,0,3
"E00004236",150,30,14,16,0,57,43,14,62,55,0,5,2,1
"E00004237",123,27,11,16,0,51,44,7,43,41,0,0,2,2
"E00004238",126,79,47,32,0,12,12,0,32,30,0,2,0,3
"E00004239",111,15,8,7,0,83,2,81,12,10,0,0,2,1
"E00004240",136,29,16,13,1,41,26,15,62,55,0,6,1,3
"E00004241",133,86,51,35,0,7,4,3,36,33,0,3,0,4
"E00004242",105,22,16,6,2,19,9,10,59,24,28,1,6,3
"E00004243",110,76,48,28,0,3,0,3,30,29,0,1,0,1
"E00004244",100,14,5,9,1,82,82,0,1,1,0,0,0,2
"E00004245",163,41,20,21,0,96,76,20,23,22,0,1,0,3
"E00004246",121,42,15,27,1,42,25,17,33,31,0,0,2,3
"E00004247",156,59,34,25,1,59,15,44,35,34,0,1,0,2
"E00004248",207,57,30,27,1,94,59,35,52,47,0,3,2,3
"E00004249",114,48,19,29,0,21,16,5,44,38,0,6,0,1
"E00004250",127,51,20,31,0,26,4,22,47,47,0,0,0,3
"E00004251",95,59,34,25,0,18,10,8,17,14,0,3,0,1
"E00004252",115,46,32,14,0,34,16,18,34,30,0,4,0,1
"E00004253",132,32,12,20,1,53,50,3,44,44,0,0,0,2
"E00004254",119,15,5,10,3,92,63,29,8,7,0,1,0,1
"E00004255",128,46,23,23,0,42,25,17,38,37,0,1,0,2
"E00004256",149,32,12,20,1,76,56,20,38,23,2,0,13,2
"E00004257",113,34,17,17,2,32,24,8,44,43,0,1,0,1
"E00004258",111,33,13,20,1,26,16,10,51,50,0,1,0,0
"E00004259",104,9,3,6,1,82,64,18,10,8,0,1,1,2
"E00004260",136,8,4,4,0,120,120,0,8,8,0,0,0,0
"E00004261",114,15,8,7,1,58,35,23,40,39,0,1,0,0
"E00004262",114,9,2,7,0,100,97,3,5,5,0,0,0,0
"E00004263",121,17,5,12,0,85,85,0,16,15,0,1,0,3
"E00004264",176,38,11,27,5,37,5,32,96,92,0,3,1,0
"E00004265",112,18,5,13,0,62,62,0,32,32,0,0,0,0
"E00004266",156,45,14,31,5,82,76,6,21,20,0,1,0,3
"E00004268",142,32,5,27,0,87,74,13,21,20,1,0,0,2
"E00004269",121,27,6,21,3,59,58,1,31,31,0,0,0,1
"E00004270",189,35,18,17,1,52,36,16,100,92,0,8,0,1
"E00004271",142,39,17,22,0,38,24,14,63,60,0,2,1,2
"E00004272",113,70,41,29,0,27,22,5,16,14,0,2,0,0
"E00004273",159,81,40,41,0,13,11,2,62,57,0,4,1,3
"E00004274",130,63,25,38,0,33,27,6,31,27,2,1,1,3
"E00004275",104,33,13,20,0,27,18,9,44,42,0,1,1,0
"E00004276",122,40,17,23,4,53,43,10,24,23,0,1,0,1
"E00004277",135,65,39,26,0,28,13,15,41,34,2,3,2,1
"E00004278",102,32,17,15,0,30,21,9,38,37,0,1,0,2
"E00004279",134,42,10,32,0,56,19,37,34,30,0,4,0,2
"E00004280",108,43,23,20,0,36,10,26,28,24,2,2,0,1
"E00004281",115,44,20,24,0,22,12,10,48,45,0,3,0,1
"E00004282",149,46,15,31,0,34,15,19,66,64,0,2,0,3
"E00004283",137,63,18,45,2,40,35,5,28,28,0,0,0,4
"E00004284",128,25,6,19,0,44,12,32,55,55,0,0,0,4
"E00004285",144,40,23,17,0,19,16,3,83,83,0,0,0,2
"E00004286",158,51,30,21,6,16,13,3,83,83,0,0,0,2
"E00004287",111,50,21,29,0,2,0,2,59,53,0,5,1,0
"E00004288",166,40,17,23,2,43,28,15,81,77,0,2,2,0
"E00004289",129,36,15,21,1,18,3,15,74,71,0,2,1,0
"E00004290",164,43,19,24,0,19,3,16,101,101,0,0,0,1
"E00004291",138,31,7,24,0,91,89,2,15,12,2,0,1,1
"E00004292",121,17,8,9,0,89,82,7,13,13,0,0,0,2
"E00004293",119,31,8,23,0,48,18,30,40,40,0,0,0,0
"E00004294",119,26,6,20,3,31,19,12,56,55,0,1,0,3
"E00004295",175,90,51,39,13,5,3,2,64,63,0,1,0,3
"E00004296",133,45,22,23,1,63,54,9,23,22,0,0,1,1
"E00004297",154,49,23,26,0,7,0,7,93,86,0,6,1,5
"E00004298",112,73,38,35,1,10,6,4,28,28,0,0,0,0
"E00004299",135,75,30,45,0,19,4,15,40,40,0,0,0,1
"E00004300",111,43,18,25,0,29,13,16,37,35,0,1,1,2
"E00004301",241,33,18,15,1,29,19,10,176,175,0,1,0,2
"E00004302",143,27,11,16,0,34,31,3,82,81,0,1,0,0
"E00004303",113,81,49,32,0,3,2,1,28,25,0,2,1,1
"E00004304",178,78,28,50,1,22,10,12,74,73,0,1,0,3
"E00004305",134,70,36,34,0,0,0,0,60,57,1,2,0,4
"E00004306",157,86,48,38,0,1,0,1,65,61,1,2,1,5
"E00004307",150,100,56,44,0,17,7,10,31,29,1,1,0,2
"E00004308",123,60,29,31,0,19,5,14,44,42,0,2,0,0
"E00004309",115,58,26,32,0,4,4,0,50,46,0,1,3,3
"E00004310",128,84,42,42,1,11,11,0,29,28,0,1,0,3
"E00004311",99,61,23,38,0,10,7,3,26,25,0,1,0,2
"E00004312",150,77,45,32,0,20,10,10,51,50,0,1,0,2
"E00004313",131,79,42,37,0,3,0,3,46,44,0,0,2,3
"E00004314",153,47,13,34,0,16,3,13,88,87,0,1,0,2
"E00004315",154,75,27,48,0,6,6,0,73,71,0,2,0,0
"E00004316",122,31,7,24,1,22,11,11,68,66,0,1,1,0
"E00004317",161,60,25,35,0,27,3,24,72,69,1,2,0,2
"E00004318",126,72,32,40,0,15,4,11,39,38,0,1,0,0
"E00004319",143,49,19,30,5,5,5,0,84,80,0,4,0,0
"E00004320",112,78,46,32,2,2,1,1,28,27,0,1,0,2
"E00004321",114,57,38,19,0,4,1,3,49,49,0,0,0,4
"E00004322",114,81,59,22,0,1,1,0,30,28,0,1,1,2
"E00004323",96,33,18,15,0,22,4,18,37,35,0,2,0,4
"E00004324",122,69,44,25,0,9,9,0,41,40,0,1,0,3
"E00004325",113,52,36,16,0,2,2,0,58,56,1,1,0,1
"E00004326",117,26,21,5,0,17,9,8,71,71,0,0,0,3
"E00004327",140,64,36,28,0,12,11,1,59,59,0,0,0,5
"E00004328",95,56,34,22,0,10,9,1,28,27,1,0,0,1
"E00004329",124,48,22,26,0,10,7,3,65,64,0,1,0,1
"E00004330",146,68,29,39,0,1,0,1,74,72,0,1,1,3
"E00004331",112,42,22,20,0,17,17,0,52,52,0,0,0,1
"E00004332",87,31,18,13,1,15,2,13,38,34,1,0,3,2
"E00004333",133,69,38,31,0,11,10,1,49,48,0,1,0,4
"E00004334",106,37,22,15,0,13,13,0,55,53,0,1,1,1
"E00004335",145,57,37,20,0,2,2,0,81,80,0,1,0,5
"E00004336",175,46,30,16,0,4,1,3,123,123,0,0,0,2
"E00004337",114,42,29,13,3,20,20,0,47,44,0,3,0,2
"E00004338",112,48,28,20,1,3,3,0,60,60,0,0,0,0
"E00004339",112,42,27,15,2,10,10,0,57,53,0,2,2,1
"E00004340",95,20,13,7,1,2,1,1,70,68,0,2,0,2
"E00004341",132,53,32,21,0,1,0,1,76,75,0,0,1,2
"E00004342",94,55,30,25,0,1,1,0,36,34,0,2,0,2
"E00004343",120,52,30,22,0,1,1,0,64,60,1,2,1,3
"E00004344",118,43,23,20,0,9,6,3,62,62,0,0,0,4
"E00004345",121,84,56,28,0,1,0,1,27,27,0,0,0,9
"E00004346",94,25,19,6,2,43,42,1,24,24,0,0,0,0
"E00004347",97,61,32,29,0,2,2,0,30,30,0,0,0,4
"E00004348",131,55,26,29,0,12,6,6,63,62,0,0,1,1
"E00004349",117,81,45,36,0,6,3,3,27,25,0,2,0,3
"E00004350",125,78,55,23,0,1,0,1,41,38,0,3,0,5
"E00004351",131,80,63,17,0,5,0,5,37,36,0,1,0,9
"E00004352",118,85,52,33,1,3,3,0,28,26,0,1,1,1
"E00004353",137,85,66,19,0,0,0,0,45,42,0,2,1,7
"E00004354",108,71,49,22,0,0,0,0,31,30,0,1,0,6
"E00004355",122,59,35,24,0,20,17,3,41,41,0,0,0,2
"E00004356",121,64,38,26,0,3,2,1,51,50,0,0,1,3
"E00004357",118,69,40,29,0,1,0,1,46,45,1,0,0,2
"E00004358",114,61,26,35,1,30,28,2,20,20,0,0,0,2
"E00004359",121,81,63,18,0,0,0,0,33,32,0,0,1,7
"E00004360",118,70,37,33,0,7,6,1,38,37,0,1,0,3
"E00004361",99,51,37,14,1,18,18,0,27,27,0,0,0,2
"E00004362",127,21,5,16,1,81,69,12,21,20,0,1,0,3
"E00004363",153,17,3,14,2,112,108,4,20,19,0,1,0,2
"E00004364",225,53,26,27,3,128,109,19,37,37,0,0,0,4
"E00004365",139,59,19,40,5,6,0,6,67,63,0,1,3,2
"E00004366",165,6,2,4,2,151,151,0,5,5,0,0,0,1
"E00004367",148,24,10,14,0,102,101,1,19,17,0,2,0,3
"E00004368",175,77,47,30,15,5,4,1,75,71,3,1,0,3
"E00004369",123,19,9,10,1,92,90,2,11,9,0,1,1,0
"E00004370",117,23,13,10,0,85,79,6,8,8,0,0,0,1
"E00004371",103,15,3,12,0,78,77,1,9,7,0,2,0,1
"E00004372",109,27,11,16,0,62,62,0,20,19,0,1,0,0
"E00004373",146,8,3,5,0,125,124,1,10,8,2,0,0,3
"E00004374",97,7,3,4,0,76,73,3,13,12,0,1,0,1
"E00004375",119,70,44,26,0,13,13,0,33,32,0,1,0,3
"E00004376",176,37,9,28,1,116,66,50,20,18,0,2,0,2
"E00004377",95,5,2,3,0,84,83,1,6,6,0,0,0,0
"E00004378",137,53,22,31,1,31,16,15,48,45,0,2,1,4
"E00004379",135,69,40,29,0,20,18,2,39,34,0,4,1,7
"E00004380",152,11,3,8,1,94,91,3,43,41,0,1,1,3
"E00004381",117,70,23,47,1,12,12,0,32,31,0,1,0,2
"E00004382",139,57,30,27,0,30,8,22,50,48,0,2,0,2
"E00004383",103,54,26,28,0,20,17,3,29,26,0,3,0,0
"E00004384",101,49,22,27,0,19,16,3,33,31,0,1,1,0
"E00004385",91,49,20,29,1,12,7,5,26,25,1,0,0,3
"E00004386",101,59,30,29,1,15,10,5,25,24,0,1,0,1
"E00004387",89,51,25,26,0,4,2,2,34,31,0,3,0,0
"E00004388",99,53,24,29,0,7,6,1,39,36,0,3,0,0
"E00004389",108,64,31,33,0,9,9,0,34,33,0,1,0,1
"E00004390",113,48,21,27,0,29,29,0,32,32,0,0,0,4
"E00004391",128,60,37,23,1,22,9,13,45,44,0,1,0,0
"E00004392",95,65,44,21,0,16,11,5,12,11,1,0,0,2
"E00004393",113,31,16,15,0,52,51,1,28,28,0,0,0,2
"E00004394",94,35,11,24,0,39,38,1,19,19,0,0,0,1
"E00004395",133,55,21,34,0,21,20,1,55,53,0,0,2,2
"E00004396",131,17,9,8,1,99,59,40,12,12,0,0,0,2
"E00004397",106,5,2,3,0,96,32,64,3,3,0,0,0,2
"E00004398",99,39,20,19,1,41,31,10,17,16,0,1,0,1
"E00004399",131,23,9,14,0,94,92,2,14,14,0,0,0,0
"E00004400",180,17,4,13,0,155,154,1,8,7,0,1,0,0
"E00004401",128,82,56,26,0,10,10,0,35,32,0,3,0,1
"E00004402",127,58,38,20,0,9,2,7,59,59,0,0,0,1
"E00004403",128,101,75,26,0,0,0,0,18,17,1,0,0,9
"E00004404",116,80,59,21,0,1,1,0,31,30,1,0,0,4
"E00004405",128,79,54,25,0,0,0,0,42,39,0,2,1,7
"E00004406",117,84,55,29,0,4,3,1,20,20,0,0,0,9
"E00004407",118,83,58,25,0,4,2,2,24,23,0,0,1,7
"E00004408",106,73,47,26,0,1,1,0,30,30,0,0,0,2
"E00004409",108,39,26,13,0,43,42,1,21,20,0,1,0,5
"E00004410",120,57,34,23,0,36,34,2,25,25,0,0,0,2
"E00004411",114,64,39,25,1,4,4,0,44,43,0,1,0,1
"E00004412",128,67,43,24,3,4,2,2,53,51,0,1,1,1
"E00004413",101,60,36,24,0,3,3,0,37,35,1,1,0,1
"E00004414",123,72,45,27,1,13,6,7,36,34,0,2,0,1
"E00004415",139,69,46,23,0,18,1,17,51,44,2,3,2,1
"E00004416",114,68,51,17,0,5,4,1,40,37,0,3,0,1
"E00004417",125,78,51,27,0,8,5,3,37,34,0,3,0,2
"E00004418",114,79,49,30,0,2,2,0,31,30,0,1,0,2
"E00004419",126,25,16,9,0,5,2,3,93,89,3,1,0,3
"E00004420",112,67,45,22,0,2,2,0,42,40,0,2,0,1
"E00004421",123,60,36,24,0,3,3,0,57,53,3,1,0,3
"E00004422",92,35,21,14,0,14,13,1,40,39,0,1,0,3
"E00004423",122,76,52,24,0,4,1,3,40,38,0,1,1,2
"E00004424",117,64,39,25,0,2,2,0,48,46,0,2,0,3
"E00004425",140,94,64,30,0,0,0,0,45,45,0,0,0,1
"E00004426",143,75,49,26,0,17,9,8,49,46,0,3,0,2
"E00004427",117,91,67,24,0,1,1,0,22,21,1,0,0,3
"E00004428",131,65,46,19,2,1,0,1,57,51,0,5,1,6
"E00004429",127,62,44,18,0,4,2,2,60,58,2,0,0,1
"E00004430",125,10,6,4,1,86,81,5,24,23,0,1,0,4
"E00004431",106,63,38,25,0,6,6,0,35,35,0,0,0,2
"E00004432",135,85,49,36,0,1,1,0,42,39,1,2,0,7
"E00004433",139,71,55,16,0,4,2,2,63,59,0,3,1,1
"E00004435",119,26,12,14,0,64,62,2,24,23,0,1,0,5
"E00004436",166,87,64,23,1,30,23,7,40,40,0,0,0,8
"E00004437",116,60,39,21,0,1,1,0,45,44,0,1,0,10
"E00004438",118,30,20,10,0,3,3,0,82,81,0,0,1,3
"E00004439",113,80,52,28,0,0,0,0,30,30,0,0,0,3
"E00004440",112,70,45,25,0,4,4,0,37,37,0,0,0,1
"E00004441",115,66,35,31,0,13,10,3,35,34,0,0,1,1
"E00004442",109,11,6,5,0,82,51,31,13,13,0,0,0,3
"E00004444",160,28,3,25,1,97,94,3,30,29,0,1,0,4
"E00004445",105,38,9,29,3,39,36,3,24,22,1,1,0,1
"E00004446",118,37,14,23,4,63,57,6,14,14,0,0,0,0
"E00004447",77,15,9,6,0,50,5,45,11,11,0,0,0,1
"E00004448",142,33,10,23,3,89,78,11,16,15,0,0,1,1
"E00004450",175,39,16,23,1,63,55,8,70,68,0,2,0,2
"E00004451",118,44,29,15,1,56,3,53,15,15,0,0,0,2
"E00004452",143,34,20,14,0,70,21,49,36,32,0,3,1,3
"E00004453",144,40,20,20,1,79,76,3,20,19,0,1,0,4
"E00004454",189,20,15,5,20,119,66,53,26,25,0,1,0,4
"E00004455",123,8,1,7,1,99,95,4,14,13,0,1,0,1
"E00004456",124,6,2,4,0,116,19,97,2,2,0,0,0,0
"E00004457",117,65,39,26,0,12,12,0,36,33,2,0,1,4
"E00004458",182,67,24,43,1,76,63,13,38,37,1,0,0,0
"E00004459",154,14,1,13,0,129,126,3,10,9,0,1,0,1
"E00004460",100,13,9,4,2,68,68,0,14,12,0,2,0,3
"E00004461",131,10,3,7,0,102,102,0,19,18,0,1,0,0
"E00004462",114,55,32,23,0,18,15,3,38,33,0,4,1,3
"E00004463",139,7,2,5,1,119,117,2,12,12,0,0,0,0
"E00004464",89,2,2,0,0,86,82,4,0,0,0,0,0,1
"E00004465",166,42,20,22,0,104,94,10,20,19,0,1,0,0
"E00004466",121,56,31,25,0,3,2,1,58,56,0,2,0,4
"E00004467",133,25,9,16,2,87,86,1,19,16,0,3,0,0
"E00004468",143,11,2,9,0,115,107,8,17,15,0,2,0,0
"E00004469",122,78,52,26,0,5,4,1,37,34,0,3,0,2
"E00004470",140,37,16,21,0,55,52,3,47,44,0,3,0,1
"E00004471",117,75,44,31,0,0,0,0,40,36,0,2,2,2
"E00004472",156,27,3,24,0,76,73,3,51,47,2,2,0,2
"E00004473",124,56,37,19,0,27,27,0,39,35,0,4,0,2
"E00004474",142,71,35,36,0,22,14,8,49,48,0,1,0,0
"E00004475",123,17,4,13,0,90,84,6,15,15,0,0,0,1
"E00004476",134,5,3,2,0,112,110,2,17,16,0,0,1,0
"E00004477",163,77,41,36,0,17,16,1,67,63,0,3,1,2
"E00004478",220,50,18,32,6,63,35,28,100,96,1,2,1,1
"E00004479",141,50,22,28,0,49,47,2,40,38,0,2,0,2
"E00004480",116,58,37,21,3,19,14,5,35,32,0,2,1,1
"E00004481",133,38,18,20,1,91,91,0,3,3,0,0,0,0
"E00004482",121,68,35,33,1,20,15,5,32,32,0,0,0,0
"E00004483",114,64,42,22,0,11,8,3,37,36,1,0,0,2
"E00004484",112,58,32,26,0,32,21,11,21,19,0,1,1,1
"E00004485",123,50,22,28,0,48,42,6,23,19,0,4,0,2
"E00004486",116,67,43,24,9,22,22,0,15,13,0,2,0,3
"E00004487",112,19,9,10,1,74,9,65,18,16,0,2,0,0
"E00004488",82,2,1,1,0,76,3,73,3,3,0,0,0,1
"E00004489",120,43,23,20,2,50,49,1,18,18,0,0,0,7
"E00004490",94,19,10,9,1,51,44,7,21,19,1,1,0,2
"E00004491",149,32,10,22,1,96,91,5,19,19,0,0,0,1
"E00004492",128,99,60,39,0,4,4,0,21,18,3,0,0,4
"E00004493",118,26,9,17,0,61,58,3,28,20,1,3,4,3
"E00004494",182,112,64,48,1,2,2,0,56,51,2,3,0,11
"E00004495",126,101,70,31,0,4,2,2,19,17,0,2,0,2
"E00004496",151,110,81,29,1,2,1,1,31,30,0,1,0,7
"E00004497",117,26,3,23,0,78,76,2,11,9,0,2,0,2
"E00004498",145,39,15,24,1,90,89,1,14,14,0,0,0,1
"E00004499",135,117,65,52,0,2,1,1,13,13,0,0,0,3
"E00004500",131,35,8,27,0,74,73,1,22,19,0,3,0,0
"E00004501",76,30,15,15,0,31,31,0,15,14,0,1,0,0
"E00004502",120,23,11,12,0,84,83,1,13,13,0,0,0,0
"E00004503",132,31,17,14,0,77,71,6,20,13,0,3,4,4
"E00004504",117,102,69,33,1,2,2,0,9,8,0,1,0,3
"E00004505",124,36,15,21,2,69,51,18,16,16,0,0,0,1
"E00004506",133,26,4,22,1,83,80,3,20,17,0,3,0,3
"E00004507",104,76,45,31,0,18,18,0,8,8,0,0,0,2
"E00004508",150,83,50,33,2,34,34,0,27,21,0,4,2,4
"E00004509",122,65,40,25,3,44,39,5,9,8,0,1,0,1
"E00004510",128,53,35,18,1,21,9,12,50,49,0,0,1,3
"E00004511",144,90,59,31,0,22,8,14,29,24,0,5,0,3
"E00004512",120,43,20,23,1,50,35,15,25,21,1,1,2,1
"E00004513",102,72,52,20,1,9,9,0,17,17,0,0,0,3
"E00004514",116,74,46,28,0,18,11,7,23,21,1,1,0,1
"E00004515",121,71,36,35,1,18,7,11,31,31,0,0,0,0
"E00004516",133,92,63,29,0,11,10,1,26,25,1,0,0,4
"E00004517",109,29,12,17,0,66,65,1,14,12,2,0,0,0
"E00004518",116,29,10,19,1,74,17,57,12,9,0,2,1,0
"E00004519",112,84,38,46,1,13,9,4,13,12,0,1,0,1
"E00004520",140,14,7,7,0,105,75,30,21,18,0,3,0,0
"E00004521",127,65,33,32,0,22,3,19,38,34,3,1,0,2
"E00004522",117,30,19,11,0,20,12,8,62,59,3,0,0,5
"E00004523",244,58,25,33,14,97,31,66,75,72,0,3,0,0
"E00004524",216,50,29,21,1,13,0,13,141,107,2,3,29,11
"E00004525",119,16,10,6,1,58,4,54,39,37,0,0,2,5
"E00004526",125,13,5,8,1,95,72,23,14,11,1,1,1,2
"E00004527",102,20,9,11,1,43,37,6,34,34,0,0,0,4
"E00004528",170,51,21,30,0,62,48,14,54,54,0,0,0,3
"E00004529",207,56,27,29,0,45,1,44,96,94,1,1,0,10
"E00004530",141,25,11,14,1,48,15,33,65,63,0,2,0,2
"E00004531",119,30,14,16,0,56,40,16,33,30,0,3,0,0
"E00004532",168,53,31,22,0,23,4,19,89,81,3,3,2,3
"E00004534",114,0,0,0,1,103,10,93,5,5,0,0,0,5
"E00004535",124,48,31,17,0,13,4,9,57,54,2,1,0,6
