"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00004202",160,43,6,21,0,0,2,5,9,0,117,100,0,0,8,9
"E00004203",164,135,7,86,0,2,8,21,4,7,29,13,4,2,6,4
"E00004204",149,119,4,69,1,10,11,22,2,0,30,26,3,0,0,1
"E00004205",145,130,2,79,1,7,4,28,3,6,15,12,2,0,0,1
"E00004206",127,74,15,39,0,0,2,7,10,1,53,32,3,4,11,3
"E00004207",128,81,17,32,1,1,5,13,7,5,47,17,6,4,17,3
"E00004208",125,71,12,29,0,5,1,8,11,5,54,26,5,8,10,5
"E00004209",113,80,6,50,1,1,2,15,3,2,33,17,0,1,12,3
"E00004210",126,71,15,23,1,2,5,16,7,2,55,23,4,6,12,10
"E00004211",124,103,8,59,0,3,4,21,1,7,21,7,3,2,7,2
"E00004212",134,108,7,53,0,9,7,26,4,2,26,11,2,5,7,1
"E00004213",167,102,21,51,1,7,3,7,9,3,65,11,7,12,28,7
"E00004214",243,173,11,108,1,9,10,16,11,7,70,13,16,8,29,4
"E00004215",129,110,8,57,0,10,12,22,1,0,19,11,1,0,2,5
"E00004216",146,126,7,63,2,7,13,31,2,1,20,15,0,1,3,1
"E00004217",141,120,6,72,0,15,3,16,7,1,21,15,2,1,2,1
"E00004218",131,83,6,46,1,7,4,12,6,1,48,34,2,2,9,1
"E00004219",190,153,13,92,3,8,4,21,10,2,37,18,8,5,5,1
"E00004220",87,41,4,24,0,2,3,7,1,0,46,32,0,0,12,2
"E00004221",111,92,3,57,2,10,8,12,0,0,19,15,1,0,0,3
"E00004222",109,84,6,53,0,8,3,11,3,0,25,16,1,0,5,3
"E00004223",116,81,9,45,2,3,2,11,9,0,35,17,0,1,12,5
"E00004224",147,128,5,74,2,9,11,26,0,1,19,13,1,0,3,2
"E00004225",195,171,14,114,2,4,6,16,6,9,24,4,12,2,5,1
"E00004226",119,88,1,48,1,14,7,15,1,1,31,27,1,0,3,0
"E00004227",145,97,7,47,0,8,4,24,4,3,48,17,12,2,11,6
"E00004228",107,89,5,44,1,11,4,21,2,1,18,15,0,0,3,0
"E00004229",174,150,7,87,2,16,3,27,8,0,24,8,4,3,5,4
"E00004230",130,94,10,55,0,2,4,17,4,2,36,16,6,3,8,3
"E00004231",142,123,4,71,0,9,12,22,0,5,19,15,0,0,2,2
"E00004232",132,72,3,35,4,4,13,6,2,5,60,51,7,0,0,2
"E00004233",124,88,7,47,2,7,6,14,4,1,36,25,2,3,5,1
"E00004234",124,108,11,61,0,10,3,20,2,1,16,14,0,0,1,1
"E00004235",163,123,16,67,0,6,4,21,7,2,40,13,11,9,3,4
"E00004236",150,119,12,63,1,2,7,21,7,6,31,10,8,2,7,4
"E00004237",123,97,11,58,2,2,7,7,4,6,26,8,6,1,7,4
"E00004238",126,96,7,58,1,7,5,15,3,0,30,23,2,1,3,1
"E00004239",111,70,9,41,0,5,6,5,3,1,41,22,1,3,14,1
"E00004240",136,99,14,48,0,4,2,14,9,8,37,10,9,4,11,3
"E00004241",133,110,6,53,1,17,8,25,0,0,23,17,3,1,1,1
"E00004242",105,99,5,76,1,3,4,10,0,0,6,3,1,0,0,2
"E00004243",110,93,4,55,1,7,2,23,0,1,17,9,4,2,0,2
"E00004244",100,60,9,32,3,1,4,1,9,1,40,13,4,5,13,5
"E00004245",163,98,5,77,1,0,2,10,2,1,65,34,4,2,20,5
"E00004246",121,88,10,44,2,4,11,10,5,2,33,15,7,2,8,1
"E00004247",156,104,6,58,1,5,6,24,2,2,52,29,4,3,15,1
"E00004248",207,162,22,86,0,7,11,21,10,5,45,16,5,3,16,5
"E00004249",114,91,9,52,2,6,3,11,7,1,23,17,1,0,3,2
"E00004250",127,96,6,60,0,9,3,11,2,5,31,15,2,0,11,3
"E00004251",95,80,2,40,0,9,7,16,4,2,15,7,2,2,1,3
"E00004252",115,96,8,47,0,5,7,22,5,2,19,9,2,1,7,0
"E00004253",132,89,10,50,0,4,6,9,5,5,43,23,4,7,6,3
"E00004254",119,80,16,39,1,3,1,7,12,1,39,18,2,6,7,6
"E00004255",128,98,11,49,1,9,7,11,3,7,30,8,5,2,7,8
"E00004256",149,94,22,48,2,5,1,4,3,9,55,33,5,4,8,5
"E00004257",113,92,7,56,0,5,5,13,5,1,21,11,4,0,5,1
"E00004258",111,90,4,61,0,2,2,15,2,4,21,6,6,4,4,1
"E00004259",104,55,11,21,0,4,7,4,5,3,49,20,3,8,12,6
"E00004260",136,104,28,42,0,6,3,7,16,2,32,12,3,2,13,2
"E00004261",114,76,13,47,0,0,3,2,5,6,38,15,1,6,8,8
"E00004262",114,64,15,34,1,1,3,4,5,1,50,15,2,6,22,5
"E00004263",121,91,26,37,2,0,4,11,10,1,30,6,1,8,11,4
"E00004264",176,132,9,81,0,6,2,22,2,10,44,14,13,1,13,3
"E00004265",112,79,9,49,0,4,3,10,2,2,33,16,2,1,13,1
"E00004266",156,101,8,54,1,5,5,20,5,3,55,23,1,5,19,7
"E00004268",142,91,15,42,0,5,4,12,10,3,51,13,5,4,25,4
"E00004269",121,73,9,43,0,1,2,12,4,2,48,25,2,2,16,3
"E00004270",189,143,23,76,0,5,3,18,7,11,46,14,13,5,7,7
"E00004271",142,108,8,60,3,4,6,19,6,2,34,15,8,3,7,1
"E00004272",113,91,10,55,2,5,5,14,0,0,22,13,0,0,8,1
"E00004273",159,128,13,67,1,12,5,26,1,3,31,22,2,0,4,3
"E00004274",130,105,4,62,0,5,4,24,4,2,25,14,3,2,6,0
"E00004275",104,77,10,49,1,4,2,8,1,2,27,19,1,0,5,2
"E00004276",122,84,12,44,0,0,4,16,4,4,38,24,1,1,9,3
"E00004277",135,99,14,49,1,5,8,20,1,1,36,17,5,5,6,3
"E00004278",102,82,7,51,0,3,4,13,3,1,20,12,2,2,3,1
"E00004279",134,96,12,61,1,2,4,11,4,1,38,15,8,1,8,6
"E00004280",108,76,6,42,1,6,6,13,1,1,32,21,1,0,9,1
"E00004281",115,97,6,52,0,4,11,16,7,1,18,10,3,0,3,2
"E00004282",149,111,14,74,0,0,5,12,6,0,38,15,7,2,10,4
"E00004283",137,106,8,64,3,6,7,14,2,2,31,17,1,1,9,3
"E00004284",128,90,9,55,0,2,2,14,5,3,38,16,4,3,11,4
"E00004285",144,119,4,87,1,2,3,10,9,3,25,14,4,0,5,2
"E00004286",158,119,5,91,2,4,5,7,4,1,39,27,5,1,5,1
"E00004287",111,89,11,57,1,1,8,5,4,2,22,14,3,4,0,1
"E00004288",166,126,15,78,1,5,3,13,8,3,40,13,11,0,11,5
"E00004289",129,98,7,71,1,1,2,11,4,1,31,7,10,0,11,3
"E00004290",164,126,10,82,1,2,6,20,4,1,38,13,9,2,9,5
"E00004291",138,79,13,43,0,2,4,8,7,2,59,30,1,7,13,8
"E00004292",121,65,14,29,2,0,1,2,13,4,56,22,5,8,15,6
"E00004293",119,75,4,54,0,0,4,8,3,2,44,17,2,6,17,2
"E00004294",119,87,9,66,0,1,1,5,3,2,32,23,2,0,5,2
"E00004295",175,139,16,79,3,12,4,17,6,2,36,26,4,1,1,4
"E00004296",133,83,11,50,0,7,1,5,7,2,50,22,3,7,13,5
"E00004297",154,127,10,79,0,3,7,12,12,4,27,12,7,0,2,6
"E00004298",112,87,3,42,1,14,3,19,3,2,25,20,2,0,2,1
"E00004299",135,98,2,73,0,3,4,16,0,0,37,32,2,2,0,1
"E00004300",111,79,5,53,2,5,3,7,3,1,32,15,1,2,10,4
"E00004301",241,187,21,115,1,3,12,16,12,7,54,13,9,3,21,8
"E00004302",143,111,16,59,1,5,3,15,10,2,32,17,2,2,5,6
"E00004303",113,90,3,50,0,7,10,20,0,0,23,21,1,0,1,0
"E00004304",178,148,10,97,0,10,6,19,5,1,30,14,3,0,6,7
"E00004305",134,112,6,70,1,8,9,9,3,6,22,17,3,0,1,1
"E00004306",157,126,6,73,1,7,11,21,6,1,31,25,2,0,0,4
"E00004307",150,114,7,77,0,4,9,14,3,0,36,30,1,3,2,0
"E00004308",123,94,8,58,0,5,3,15,2,3,29,18,3,1,6,1
"E00004309",115,110,6,74,0,6,8,14,1,1,5,4,0,1,0,0
"E00004310",128,95,7,55,1,7,9,13,2,1,33,27,0,1,2,3
"E00004311",99,82,2,50,1,11,5,13,0,0,17,13,0,1,2,1
"E00004312",150,113,8,82,0,4,8,7,3,1,37,24,2,3,6,2
"E00004313",131,110,5,79,1,7,10,5,2,1,21,16,0,2,3,0
"E00004314",153,129,10,80,0,4,2,18,9,6,24,8,5,1,9,1
"E00004315",154,135,13,92,0,3,8,13,5,1,19,15,2,0,0,2
"E00004316",122,101,8,69,0,6,2,7,8,1,21,10,0,0,10,1
"E00004317",161,136,10,94,1,6,10,13,2,0,25,10,2,2,9,2
"E00004318",126,97,7,70,0,2,7,10,1,0,29,23,1,2,1,2
"E00004319",143,126,6,93,0,1,7,15,1,3,17,11,2,0,2,2
"E00004320",112,94,9,58,2,6,6,11,2,0,18,15,0,1,1,1
"E00004321",114,90,6,45,1,12,5,16,4,1,24,20,2,2,0,0
"E00004322",114,90,7,38,3,11,13,16,1,1,24,17,0,5,0,2
"E00004323",96,79,17,45,0,4,4,6,3,0,17,6,0,5,4,2
"E00004324",122,96,2,57,2,11,10,9,4,1,26,24,1,0,0,1
"E00004325",113,83,3,50,1,6,10,12,1,0,30,24,2,1,1,2
"E00004326",117,91,5,52,0,4,3,15,3,9,26,11,7,3,3,2
"E00004327",140,107,3,74,3,8,4,11,3,1,33,25,4,1,2,1
"E00004328",95,65,1,41,1,9,5,5,3,0,30,19,2,2,1,6
"E00004329",124,101,6,71,0,3,6,11,2,2,23,13,3,0,0,7
"E00004330",146,129,6,88,4,6,1,14,7,3,17,6,2,1,3,5
"E00004331",112,89,5,50,0,7,6,18,2,1,23,13,2,2,4,2
"E00004332",87,62,2,44,0,1,4,9,1,1,25,19,2,1,2,1
"E00004333",133,106,6,55,0,13,8,22,2,0,27,22,1,0,2,2
"E00004334",106,83,5,54,1,7,3,9,3,1,23,18,2,2,1,0
"E00004335",145,134,8,76,2,13,9,21,1,4,11,8,1,2,0,0
"E00004336",175,147,9,97,2,5,8,19,5,2,28,11,10,2,4,1
"E00004337",114,84,6,55,0,4,4,9,6,0,30,16,1,5,5,3
"E00004338",112,98,4,70,1,5,6,11,0,1,14,11,0,1,2,0
"E00004339",112,81,10,53,0,5,5,3,3,2,31,16,6,0,2,7
"E00004340",95,63,4,43,0,1,2,5,3,5,32,8,15,2,2,5
"E00004341",132,118,4,74,1,10,9,16,2,2,14,9,0,2,0,3
"E00004342",94,81,1,63,0,3,5,6,1,2,13,9,1,1,0,2
"E00004343",120,98,5,56,0,14,4,17,2,0,22,13,2,0,3,4
"E00004344",118,90,7,61,1,7,2,5,7,0,28,16,9,1,1,1
"E00004345",121,95,6,51,8,11,10,8,1,0,26,19,0,4,1,2
"E00004346",94,67,4,34,4,11,8,5,0,1,27,23,0,2,2,0
"E00004347",97,80,5,34,0,15,9,15,2,0,17,10,2,0,1,4
"E00004348",131,93,8,52,1,7,7,12,4,2,38,12,13,3,4,6
"E00004349",117,92,5,51,0,14,7,12,3,0,25,14,2,4,3,2
"E00004350",125,88,10,51,2,5,8,10,1,1,37,34,2,0,0,1
"E00004351",131,99,9,41,2,12,9,24,0,2,32,29,0,1,1,1
"E00004352",118,92,3,59,3,12,7,5,3,0,26,21,0,3,0,2
"E00004353",137,86,4,49,1,13,9,8,1,1,51,44,1,2,0,4
"E00004354",108,87,3,48,2,11,11,11,1,0,21,17,1,0,0,3
"E00004355",122,87,9,49,1,6,9,12,0,1,35,22,2,2,6,3
"E00004356",121,108,7,70,2,11,6,6,4,2,13,12,0,1,0,0
"E00004357",118,103,2,67,0,20,2,11,0,1,15,10,0,2,0,3
"E00004358",114,73,10,37,1,10,4,7,4,0,41,30,1,1,5,4
"E00004359",121,95,2,56,4,14,6,11,2,0,26,22,0,3,0,1
"E00004360",118,94,4,61,0,8,5,14,1,1,24,19,1,2,1,1
"E00004361",99,76,6,30,0,13,6,16,3,2,23,19,0,0,3,1
"E00004362",127,83,15,44,0,0,1,8,12,3,44,17,3,7,15,2
"E00004363",153,86,17,39,0,6,7,4,7,6,67,29,3,9,22,4
"E00004364",225,135,26,68,0,5,4,9,18,5,90,29,10,6,33,12
"E00004365",139,122,9,81,0,6,8,12,3,3,17,7,2,0,7,1
"E00004366",165,87,18,43,1,2,2,3,15,3,78,35,2,1,35,5
"E00004367",148,82,18,41,1,2,3,10,6,1,66,34,3,7,17,5
"E00004368",175,146,9,86,0,21,4,25,1,0,29,23,1,0,0,5
"E00004369",123,65,18,31,0,2,2,5,4,3,58,39,1,3,13,2
"E00004370",117,60,10,37,1,2,2,4,2,2,57,42,0,6,9,0
"E00004371",103,53,11,26,0,0,4,3,8,1,50,19,2,4,19,6
"E00004372",109,77,9,44,1,5,5,8,4,1,32,14,1,4,11,2
"E00004373",146,79,18,38,1,3,4,7,7,1,67,35,2,8,18,4
"E00004374",97,57,11,33,0,1,3,2,6,1,40,12,2,6,15,5
"E00004375",119,79,2,50,0,6,6,13,1,1,40,31,1,2,4,2
"E00004376",176,112,16,66,0,2,5,8,9,6,64,24,1,11,26,2
"E00004377",95,48,12,21,0,1,3,0,11,0,47,17,3,5,18,4
"E00004378",137,111,9,70,1,4,4,14,7,2,26,13,4,2,5,2
"E00004379",135,97,4,62,1,7,6,13,3,1,38,27,4,1,5,1
"E00004380",152,76,10,44,1,1,3,6,5,6,76,42,4,8,15,7
"E00004381",117,105,5,64,3,7,8,16,1,1,12,5,0,0,4,3
"E00004382",139,100,6,66,1,3,6,10,4,4,39,19,12,1,7,0
"E00004383",103,79,4,51,1,4,0,14,3,2,24,15,4,1,3,1
"E00004384",101,77,4,47,0,6,5,10,4,1,24,17,1,3,2,1
"E00004385",91,73,4,44,0,4,6,12,3,0,18,9,1,3,5,0
"E00004386",101,81,7,42,1,7,5,18,0,1,20,9,6,0,3,2
"E00004387",89,69,4,45,0,3,3,13,1,0,20,17,1,0,1,1
"E00004388",99,82,3,54,0,3,3,17,1,1,17,12,3,0,1,1
"E00004389",108,86,5,58,0,3,6,14,0,0,22,13,3,2,1,3
"E00004390",113,92,8,66,1,3,2,7,3,2,21,12,1,0,7,1
"E00004391",128,105,10,60,1,5,5,19,4,1,23,16,0,0,5,2
"E00004392",95,63,13,22,2,3,7,14,2,0,32,24,1,3,2,2
"E00004393",113,81,11,42,0,6,5,9,8,0,32,14,2,4,7,5
"E00004394",94,72,5,40,1,1,2,16,5,2,22,13,2,1,5,1
"E00004395",133,99,5,69,0,3,4,14,4,0,34,21,5,1,5,2
"E00004396",131,83,9,42,1,0,4,15,8,4,48,17,3,5,17,6
"E00004397",106,72,14,38,1,0,0,10,6,3,34,12,1,7,13,1
"E00004398",99,61,8,38,0,1,6,3,3,2,38,20,2,4,9,3
"E00004399",131,77,15,38,0,1,4,6,9,4,54,28,2,9,13,2
"E00004400",180,85,15,41,0,2,3,10,12,2,95,45,1,6,31,12
"E00004401",128,97,6,46,2,11,10,18,3,1,31,26,1,0,1,3
"E00004402",127,101,4,67,1,7,6,12,3,1,26,19,1,1,4,1
"E00004403",128,101,6,49,3,18,10,13,2,0,27,25,0,1,1,0
"E00004404",116,84,5,44,2,9,11,12,1,0,32,26,1,1,0,4
"E00004405",128,97,1,61,0,13,4,15,3,0,31,20,4,2,0,5
"E00004406",117,87,6,43,1,6,9,22,0,0,30,26,0,0,2,2
"E00004407",118,85,4,37,2,14,11,16,1,0,33,28,1,1,1,2
"E00004408",106,86,1,40,3,20,6,14,2,0,20,17,0,0,0,3
"E00004409",108,76,10,43,0,3,6,8,6,0,32,19,2,7,1,3
"E00004410",120,92,9,50,2,6,5,17,3,0,28,22,0,1,3,2
"E00004411",114,102,16,56,2,4,8,13,3,0,12,8,1,1,2,0
"E00004412",128,104,4,56,2,8,10,22,1,1,24,19,2,0,2,1
"E00004413",101,90,2,61,0,6,3,13,4,1,11,8,0,0,2,1
"E00004414",123,99,10,48,2,4,12,20,2,1,24,13,0,2,5,4
"E00004415",139,122,6,73,0,9,12,19,1,2,17,11,0,1,3,2
"E00004416",114,84,11,36,0,8,9,20,0,0,30,24,2,1,1,2
"E00004417",125,105,2,63,1,14,11,11,0,3,20,17,0,2,1,0
"E00004418",114,92,4,48,1,6,9,18,5,1,22,19,1,2,0,0
"E00004419",126,111,4,69,1,6,3,21,1,6,15,8,4,1,1,1
"E00004420",112,93,3,55,1,6,5,20,3,0,19,14,0,1,2,2
"E00004421",123,105,2,65,2,10,6,14,4,2,18,11,2,2,1,2
"E00004422",92,70,5,34,0,4,5,22,0,0,22,18,0,0,0,4
"E00004423",122,90,8,54,0,6,2,15,4,1,32,24,2,2,1,3
"E00004424",117,98,4,65,1,7,9,12,0,0,19,15,0,2,0,2
"E00004425",140,116,8,60,0,7,12,24,4,1,24,19,2,1,1,1
"E00004426",143,113,8,57,3,12,8,17,4,4,30,23,2,0,3,2
"E00004427",117,80,3,43,0,13,4,14,2,1,37,31,0,1,0,5
"E00004428",131,96,5,63,1,5,9,12,0,1,35,33,1,0,0,1
"E00004429",127,106,4,65,1,11,6,12,5,2,21,15,0,0,4,2
"E00004430",125,37,1,24,0,3,5,1,1,2,88,79,0,2,3,4
"E00004431",106,83,4,50,1,10,6,11,1,0,23,19,0,1,2,1
"E00004432",135,117,4,81,0,7,6,16,1,2,18,16,1,0,0,1
"E00004433",139,109,5,71,2,10,5,14,1,1,30,22,1,2,1,4
"E00004435",119,65,6,42,0,0,2,8,7,0,54,36,1,1,14,2
"E00004436",166,113,5,69,3,9,12,14,1,0,53,43,2,1,4,3
"E00004437",116,100,6,63,0,6,7,12,4,2,16,12,1,0,2,1
"E00004438",118,90,4,68,0,3,2,9,1,3,28,12,13,2,1,0
"E00004439",113,85,5,53,0,12,5,10,0,0,28,24,1,1,0,2
"E00004440",112,82,6,59,0,3,3,9,2,0,30,28,1,1,0,0
"E00004441",115,92,3,48,0,9,6,16,6,4,23,11,2,1,8,1
"E00004442",109,49,6,23,0,1,7,7,5,0,60,39,4,4,13,0
"E00004444",160,112,18,69,3,0,2,3,13,4,48,18,5,6,15,4
"E00004445",105,78,10,49,0,3,3,4,5,4,27,14,2,2,6,3
"E00004446",118,79,9,48,0,2,3,9,7,1,39,21,2,5,7,4
"E00004447",77,30,4,14,0,2,4,5,1,0,47,45,0,0,2,0
"E00004448",142,94,14,59,0,1,4,9,7,0,48,29,2,7,8,2
"E00004450",175,126,15,76,0,6,3,12,10,4,49,27,7,4,8,3
"E00004451",118,82,5,51,1,3,9,9,3,1,36,22,0,2,12,0
"E00004452",143,108,10,57,3,5,11,13,7,2,35,18,1,1,12,3
"E00004453",144,88,15,45,0,5,5,13,3,2,56,29,4,13,7,3
"E00004454",189,115,19,62,0,3,8,8,15,0,74,24,9,10,27,4
"E00004455",123,68,21,31,0,1,7,2,4,2,55,17,6,11,14,7
"E00004456",124,68,19,32,0,0,4,7,5,1,56,22,5,15,11,3
"E00004457",117,103,5,59,0,10,5,19,5,0,14,7,1,1,2,3
"E00004458",182,135,15,93,1,2,7,10,5,2,47,19,4,11,9,4
"E00004459",154,69,13,35,1,1,4,7,7,1,85,48,1,9,20,7
"E00004460",100,61,10,36,0,2,2,4,6,1,39,20,2,3,10,4
"E00004461",131,88,24,39,0,2,3,7,9,4,43,10,4,3,20,6
"E00004462",114,89,9,39,1,6,8,21,5,0,25,22,0,0,3,0
"E00004463",139,74,19,35,0,2,2,5,9,2,65,21,3,11,19,11
"E00004464",89,5,2,3,0,0,0,0,0,0,84,74,1,0,8,1
"E00004465",166,102,10,62,1,2,6,12,5,4,64,42,1,5,11,5
"E00004466",121,98,2,73,0,2,4,14,1,2,23,19,3,0,1,0
"E00004467",133,72,11,47,1,1,2,6,3,1,61,36,5,4,15,1
"E00004468",143,84,16,41,0,3,3,8,7,6,59,30,6,12,7,4
"E00004469",122,92,3,55,0,11,8,13,2,0,30,22,0,1,2,5
"E00004470",140,96,12,51,1,8,4,12,6,2,44,14,3,8,16,3
"E00004471",117,100,2,77,1,3,3,13,0,1,17,15,1,1,0,0
"E00004472",156,104,15,63,0,1,5,13,6,1,52,23,8,5,13,3
"E00004473",124,87,2,50,0,11,7,12,5,0,37,28,2,1,5,1
"E00004474",142,116,11,73,0,7,6,14,4,1,26,19,1,2,3,1
"E00004475",123,79,13,41,1,2,7,6,6,3,44,20,2,8,8,6
"E00004476",134,82,22,37,0,0,4,4,9,6,52,28,4,7,11,2
"E00004477",163,116,9,76,0,2,8,15,4,2,47,30,7,3,1,6
"E00004478",220,187,13,109,1,5,9,17,17,16,33,16,6,2,8,1
"E00004479",141,105,11,63,1,3,8,13,5,1,36,16,4,1,12,3
"E00004480",116,75,6,43,0,3,6,14,2,1,41,23,10,1,7,0
"E00004481",133,80,11,38,0,5,6,9,9,2,53,25,1,6,17,4
"E00004482",121,97,8,54,1,11,7,12,2,2,24,14,2,1,4,3
"E00004483",114,96,6,62,1,2,2,18,4,1,18,15,0,0,3,0
"E00004484",112,88,12,42,0,3,10,18,2,1,24,13,2,2,5,2
"E00004485",123,92,10,48,1,6,2,19,5,1,31,21,1,1,4,4
"E00004486",116,76,6,47,0,5,4,14,0,0,40,29,0,4,3,4
"E00004487",112,84,12,50,0,1,5,8,3,5,28,16,1,0,11,0
"E00004488",82,50,9,25,0,1,4,5,4,2,32,22,0,4,2,4
"E00004489",120,94,13,43,1,2,7,22,5,1,26,16,0,2,6,2
"E00004490",94,61,7,31,0,0,1,10,8,4,33,16,2,5,8,2
"E00004491",149,79,10,48,1,3,3,6,6,2,70,43,1,4,20,2
